[Method]
[General]
Identifier: 	Carrier1mMNaCl pH7 08122013
0.017690	0.102567	0.014017	0.018767	4.371750	0.262699	0.213429	0.229324	0.203744	0.219194	0.204368	0.211681	0.195310	0.211704	0.209764	0.209048	0.202855	0.202258	0.195839	0.205473	0.205373	0.199444	0.230589	0.324113	0.373196	0.082390	0.197744	0.056244	2.059729	13.658400	35.000000	97.733734
0.053973	0.102500	0.014117	0.018633	4.371663	0.262693	0.213419	0.229313	0.203738	0.219191	0.204365	0.211679	0.195305	0.211702	0.209759	0.209047	0.202852	0.202261	0.195839	0.205471	0.205371	0.199442	0.230586	0.324111	0.373196	0.082376	0.197123	0.055601	2.059731	13.663799	35.000000	97.735771
0.090528	0.102400	0.013950	0.018667	4.371638	0.262697	0.213414	0.229310	0.203735	0.219188	0.204358	0.211681	0.195304	0.211703	0.209758	0.209044	0.202851	0.202260	0.195842	0.205468	0.205371	0.199441	0.230586	0.324112	0.373192	0.082355	0.196553	0.054912	2.059732	13.658600	34.997002	97.760162
0.126812	0.102367	0.014017	0.018567	4.371552	0.262696	0.213395	0.229295	0.203722	0.219178	0.204354	0.211675	0.195302	0.211700	0.209756	0.209039	0.202848	0.202259	0.195841	0.205467	0.205371	0.199440	0.230581	0.324116	0.373181	0.082335	0.196038	0.054222	2.059733	13.662700	35.000000	97.756088
0.163336	0.102350	0.014050	0.018650	4.371468	0.262692	0.213388	0.229287	0.203716	0.219175	0.204348	0.211669	0.195301	0.211700	0.209754	0.209036	0.202847	0.202256	0.195838	0.205467	0.205372	0.199438	0.230579	0.324114	0.373171	0.082318	0.195549	0.053536	2.059736	13.670603	34.999001	97.747948
0.199838	0.102283	0.013900	0.018550	4.371412	0.262691	0.213385	0.229282	0.203710	0.219170	0.204344	0.211664	0.195297	0.211699	0.209754	0.209035	0.202845	0.202253	0.195835	0.205469	0.205371	0.199436	0.230576	0.324113	0.373166	0.082300	0.195103	0.052855	2.059738	13.671501	35.000000	97.774391
0.236289	0.102233	0.013800	0.018500	4.371392	0.262695	0.213382	0.229278	0.203708	0.219165	0.204343	0.211663	0.195296	0.211699	0.209752	0.209035	0.202843	0.202251	0.195835	0.205472	0.205370	0.199434	0.230569	0.324112	0.373162	0.082282	0.194736	0.052196	2.059739	13.670699	35.000000	97.743881
0.272663	0.102167	0.014000	0.018383	4.371345	0.262699	0.213382	0.229276	0.203706	0.219164	0.204343	0.211664	0.195295	0.211698	0.209752	0.209036	0.202843	0.202251	0.195835	0.205473	0.205370	0.199434	0.230569	0.324113	0.373161	0.082266	0.194456	0.051571	2.059737	13.677600	34.999500	97.768288
0.324572	0.102167	0.013917	0.018383	4.371295	0.262703	0.213383	0.229273	0.203703	0.219156	0.204344	0.211664	0.195295	0.211698	0.209752	0.209036	0.202842	0.202254	0.195832	0.205470	0.205369	0.199434	0.230569	0.324121	0.373166	0.082244	0.194004	0.050725	2.059736	13.670201	34.999001	97.774391
0.363637	0.102117	0.013733	0.018383	4.371216	0.262703	0.213381	0.229269	0.203702	0.219154	0.204342	0.211662	0.195295	0.211694	0.209751	0.209036	0.202842	0.202254	0.195830	0.205469	0.205368	0.199431	0.230570	0.324119	0.373172	0.082228	0.193637	0.050125	2.059736	13.679800	35.000000	97.731705
0.400063	0.102200	0.013817	0.018350	4.371170	0.262701	0.213378	0.229267	0.203703	0.219151	0.204341	0.211662	0.195295	0.211692	0.209752	0.209037	0.202842	0.202253	0.195830	0.205466	0.205371	0.199431	0.230570	0.324116	0.373169	0.082214	0.193306	0.049589	2.059736	13.682899	35.000000	97.743896
0.436438	0.102133	0.013817	0.018350	4.371099	0.262701	0.213375	0.229265	0.203702	0.219147	0.204339	0.211664	0.195293	0.211691	0.209755	0.209034	0.202841	0.202252	0.195832	0.205466	0.205373	0.199430	0.230567	0.324116	0.373163	0.082203	0.192998	0.049072	2.059738	13.682600	35.000000	97.745918
0.472876	0.102100	0.013767	0.018350	4.371012	0.262702	0.213372	0.229265	0.203700	0.219146	0.204337	0.211663	0.195294	0.211692	0.209754	0.209033	0.202838	0.202247	0.195833	0.205464	0.205370	0.199427	0.230566	0.324118	0.373160	0.082192	0.192787	0.048555	2.059739	13.680201	35.000000	97.764214
0.509277	0.102067	0.013900	0.018350	4.370949	0.262703	0.213371	0.229264	0.203696	0.219147	0.204337	0.211663	0.195294	0.211692	0.209752	0.209034	0.202838	0.202243	0.195831	0.205464	0.205370	0.199426	0.230567	0.324114	0.373154	0.082183	0.192642	0.048035	2.059740	13.682301	35.000000	97.772362
0.545624	0.102067	0.013750	0.018300	4.370933	0.262709	0.213371	0.229261	0.203694	0.219148	0.204335	0.211663	0.195293	0.211693	0.209752	0.209035	0.202839	0.202243	0.195831	0.205463	0.205369	0.199427	0.230566	0.324114	0.373153	0.082176	0.192473	0.047505	2.059740	13.678200	35.000000	97.749992
0.582064	0.102017	0.013933	0.018317	4.370909	0.262710	0.213373	0.229255	0.203692	0.219149	0.204333	0.211663	0.195292	0.211692	0.209752	0.209035	0.202839	0.202245	0.195832	0.205462	0.205367	0.199429	0.230565	0.324115	0.373152	0.082168	0.192286	0.046968	2.059739	13.682000	35.000000	97.760155
0.618451	0.102050	0.013667	0.018333	4.370870	0.262709	0.213370	0.229252	0.203692	0.219152	0.204333	0.211663	0.195293	0.211692	0.209752	0.209036	0.202840	0.202244	0.195831	0.205462	0.205367	0.199431	0.230565	0.324115	0.373144	0.082162	0.192077	0.046423	2.059737	13.689300	34.995499	97.762177
0.654890	0.102050	0.013883	0.018333	4.370766	0.262703	0.213369	0.229252	0.203694	0.219160	0.204335	0.211655	0.195293	0.211694	0.209752	0.209036	0.202842	0.202243	0.195831	0.205461	0.205370	0.199432	0.230563	0.324113	0.373135	0.082155	0.191848	0.045884	2.059735	13.685300	35.000000	97.772339
0.691172	0.102067	0.013800	0.018250	4.370654	0.262700	0.213369	0.229252	0.203694	0.219160	0.204334	0.211655	0.195294	0.211697	0.209751	0.209035	0.202842	0.202243	0.195832	0.205463	0.205370	0.199434	0.230563	0.324114	0.373135	0.082151	0.191614	0.045369	2.059733	13.685001	35.000000	97.725609
0.727702	0.102050	0.013833	0.018317	4.370554	0.262698	0.213368	0.229251	0.203694	0.219154	0.204333	0.211658	0.195295	0.211695	0.209749	0.209035	0.202839	0.202245	0.195830	0.205464	0.205368	0.199432	0.230563	0.324112	0.373137	0.082147	0.191437	0.044843	2.059732	13.690902	35.000000	97.758125
0.763972	0.101917	0.013800	0.018250	4.370449	0.262694	0.213365	0.229251	0.203691	0.219147	0.204334	0.211657	0.195295	0.211692	0.209749	0.209031	0.202839	0.202248	0.195830	0.205461	0.205368	0.199430	0.230559	0.324111	0.373137	0.082145	0.191300	0.044330	2.059734	13.684498	35.000000	97.752029
0.800568	0.101850	0.013767	0.018250	4.370371	0.262694	0.213364	0.229253	0.203690	0.219147	0.204335	0.211655	0.195297	0.211691	0.209752	0.209031	0.202840	0.202249	0.195829	0.205460	0.205369	0.199429	0.230557	0.324108	0.373137	0.082141	0.191147	0.043811	2.059739	13.677199	34.997501	97.747948
0.836837	0.102033	0.013800	0.018217	4.370297	0.262691	0.213355	0.229251	0.203693	0.219146	0.204337	0.211655	0.195298	0.211689	0.209751	0.209032	0.202840	0.202244	0.195830	0.205459	0.205367	0.199428	0.230559	0.324105	0.373135	0.082137	0.190993	0.043303	2.059741	13.691901	34.994003	97.766251
0.873276	0.101933	0.013983	0.018217	4.370246	0.262691	0.213352	0.229249	0.203691	0.219148	0.204337	0.211657	0.195298	0.211688	0.209750	0.209032	0.202839	0.202242	0.195829	0.205459	0.205367	0.199430	0.230561	0.324103	0.373133	0.082132	0.190824	0.042794	2.059744	13.687801	35.000000	97.774376
0.909625	0.101950	0.013783	0.018150	4.370184	0.262692	0.213354	0.229250	0.203691	0.219148	0.204337	0.211658	0.195300	0.211686	0.209750	0.209033	0.202838	0.202242	0.195829	0.205458	0.205368	0.199429	0.230558	0.324102	0.373130	0.082128	0.190657	0.042290	2.059746	13.683201	35.000000	97.745926
0.946088	0.101850	0.013650	0.018267	4.370155	0.262694	0.213358	0.229250	0.203691	0.219150	0.204337	0.211662	0.195298	0.211684	0.209754	0.209031	0.202835	0.202244	0.195828	0.205458	0.205366	0.199428	0.230556	0.324099	0.373130	0.082127	0.190526	0.041794	2.059747	13.693400	35.000000	97.727646
0.982477	0.101817	0.013733	0.018233	4.370129	0.262694	0.213356	0.229247	0.203689	0.219147	0.204337	0.211665	0.195296	0.211683	0.209754	0.209030	0.202835	0.202246	0.195826	0.205458	0.205365	0.199428	0.230556	0.324099	0.373133	0.082126	0.190446	0.041313	2.059747	13.688600	35.000000	97.756088
1.018837	0.101800	0.013633	0.018167	4.370128	0.262696	0.213354	0.229243	0.203688	0.219146	0.204337	0.211663	0.195298	0.211686	0.209755	0.209029	0.202837	0.202249	0.195824	0.205461	0.205364	0.199429	0.230557	0.324099	0.373133	0.082123	0.190403	0.040833	2.059744	13.686100	35.000000	97.749992
1.055264	0.101767	0.013917	0.018200	4.370136	0.262695	0.213354	0.229241	0.203691	0.219146	0.204338	0.211664	0.195296	0.211686	0.209758	0.209030	0.202836	0.202248	0.195825	0.205463	0.205364	0.199428	0.230557	0.324100	0.373133	0.082120	0.190335	0.040353	2.059745	13.695201	35.000000	97.752029
1.091651	0.101883	0.013733	0.018283	4.370088	0.262688	0.213354	0.229241	0.203691	0.219148	0.204338	0.211662	0.195295	0.211689	0.209756	0.209031	0.202835	0.202245	0.195827	0.205462	0.205363	0.199426	0.230554	0.324101	0.373141	0.082119	0.190244	0.039881	2.059745	13.689800	35.000000	97.749992
1.128116	0.101883	0.013850	0.018183	4.370037	0.262687	0.213354	0.229241	0.203691	0.219148	0.204337	0.211661	0.195293	0.211690	0.209755	0.209031	0.202835	0.202245	0.195825	0.205461	0.205362	0.199426	0.230552	0.324100	0.373147	0.082120	0.190144	0.039410	2.059745	13.685599	35.000000	97.770325
1.164399	0.101883	0.013800	0.018217	4.370037	0.262688	0.213354	0.229242	0.203692	0.219153	0.204338	0.211661	0.195293	0.211691	0.209755	0.209031	0.202837	0.202245	0.195825	0.205463	0.205363	0.199428	0.230553	0.324099	0.373151	0.082117	0.190017	0.038937	2.059746	13.695000	35.000000	97.733734
1.200903	0.101800	0.013700	0.018233	4.370647	0.262714	0.213349	0.229250	0.203697	0.219155	0.204341	0.211660	0.195294	0.211692	0.209755	0.209033	0.202839	0.202245	0.195825	0.205467	0.205367	0.199432	0.230554	0.324102	0.373148	0.082113	0.189891	0.038460	2.059747	13.702701	35.000000	97.786606
1.237186	0.101850	0.013833	0.018183	4.370490	0.262705	0.213349	0.229244	0.203689	0.219154	0.204339	0.211658	0.195295	0.211691	0.209752	0.209030	0.202839	0.202243	0.195826	0.205467	0.205365	0.199431	0.230550	0.324100	0.373147	0.082110	0.189801	0.038000	2.059746	13.690299	34.999001	97.747963
1.280100	0.101883	0.013600	0.018167	4.370285	0.262699	0.213351	0.229239	0.203686	0.219156	0.204336	0.211657	0.195295	0.211691	0.209749	0.209031	0.202842	0.202244	0.195826	0.205465	0.205364	0.199430	0.230547	0.324095	0.373148	0.082106	0.189766	0.037466	2.059741	13.702901	35.000000	97.760155
1.328238	0.101767	0.013633	0.018133	4.370195	0.262695	0.213351	0.229236	0.203685	0.219155	0.204335	0.211657	0.195295	0.211693	0.209751	0.209031	0.202840	0.202243	0.195827	0.205463	0.205363	0.199427	0.230547	0.324094	0.373144	0.082103	0.189727	0.036885	2.059739	13.696702	35.000000	97.737801
1.364703	0.101833	0.013817	0.018200	4.370139	0.262695	0.213348	0.229235	0.203685	0.219150	0.204333	0.211658	0.195295	0.211693	0.209755	0.209033	0.202839	0.202243	0.195829	0.205463	0.205364	0.199426	0.230544	0.324094	0.373145	0.082103	0.189658	0.036452	2.059739	13.692900	35.000000	97.747955
1.400998	0.101867	0.013633	0.018217	4.370048	0.262694	0.213346	0.229232	0.203683	0.219148	0.204331	0.211660	0.195295	0.211694	0.209755	0.209035	0.202839	0.202243	0.195831	0.205464	0.205365	0.199428	0.230541	0.324093	0.373150	0.082102	0.189568	0.036030	2.059737	13.705602	35.000000	97.774384
1.437529	0.101767	0.013833	0.018133	4.369952	0.262694	0.213342	0.229231	0.203683	0.219148	0.204332	0.211661	0.195292	0.211697	0.209754	0.209035	0.202839	0.202243	0.195834	0.205464	0.205362	0.199427	0.230539	0.324094	0.373151	0.082102	0.189484	0.035616	2.059733	13.707899	35.000000	97.754059
1.473812	0.101850	0.013700	0.018150	4.369852	0.262695	0.213342	0.229231	0.203685	0.219153	0.204332	0.211660	0.195291	0.211697	0.209752	0.209036	0.202839	0.202245	0.195835	0.205464	0.205362	0.199427	0.230539	0.324096	0.373151	0.082102	0.189398	0.035219	2.059732	13.699898	35.000000	97.721527
1.510328	0.101883	0.013767	0.018250	4.369755	0.262707	0.213345	0.229234	0.203688	0.219157	0.204332	0.211659	0.195289	0.211697	0.209752	0.209037	0.202839	0.202245	0.195833	0.205463	0.205366	0.199428	0.230539	0.324100	0.373162	0.082102	0.189341	0.034826	2.059732	13.705998	35.000000	97.737801
1.546625	0.101817	0.013700	0.018150	4.369682	0.262708	0.213346	0.229235	0.203688	0.219160	0.204334	0.211661	0.195287	0.211699	0.209752	0.209038	0.202839	0.202248	0.195833	0.205464	0.205366	0.199428	0.230538	0.324098	0.373176	0.082099	0.189316	0.034444	2.059733	13.707399	35.000000	97.733727
1.583038	0.101817	0.013767	0.018200	4.369664	0.262704	0.213345	0.229234	0.203688	0.219160	0.204334	0.211665	0.195287	0.211699	0.209751	0.209038	0.202839	0.202248	0.195832	0.205464	0.205365	0.199431	0.230538	0.324098	0.373186	0.082099	0.189274	0.034072	2.059734	13.700998	35.000000	97.731705
1.623948	0.101767	0.013733	0.018183	4.369558	0.262694	0.213338	0.229227	0.203685	0.219157	0.204331	0.211665	0.195285	0.211697	0.209752	0.209035	0.202838	0.202245	0.195826	0.205465	0.205364	0.199429	0.230533	0.324104	0.373194	0.082098	0.189183	0.033675	2.059731	13.716498	35.000000	97.778450
1.674091	0.101817	0.013633	0.018067	4.369457	0.262690	0.213338	0.229225	0.203682	0.219156	0.204330	0.211658	0.195284	0.211697	0.209753	0.209036	0.202838	0.202243	0.195823	0.205464	0.205362	0.199429	0.230532	0.324107	0.373206	0.082094	0.189088	0.033200	2.059729	13.708401	35.000000	97.727631
1.726107	0.101767	0.013700	0.018167	4.369361	0.262687	0.213338	0.229220	0.203682	0.219152	0.204329	0.211653	0.195284	0.211697	0.209748	0.209033	0.202837	0.202243	0.195823	0.205463	0.205360	0.199425	0.230531	0.324104	0.373213	0.082094	0.188979	0.032729	2.059730	13.718800	35.000000	97.747955
1.783228	0.101733	0.013800	0.018033	4.369281	0.262685	0.213341	0.229222	0.203682	0.219148	0.204330	0.211653	0.195284	0.211696	0.209751	0.209031	0.202837	0.202245	0.195823	0.205461	0.205358	0.199425	0.230531	0.324103	0.373224	0.082093	0.188876	0.032234	2.059730	13.710198	35.000000	97.750000
1.819680	0.101683	0.013600	0.018150	4.369220	0.262685	0.213341	0.229221	0.203679	0.219147	0.204330	0.211653	0.195284	0.211696	0.209752	0.209030	0.202839	0.202243	0.195825	0.205461	0.205359	0.199423	0.230527	0.324098	0.373233	0.082091	0.188847	0.031940	2.059733	13.703401	35.000000	97.741844
1.856041	0.101700	0.013767	0.018133	4.369193	0.262686	0.213342	0.229217	0.203679	0.219147	0.204331	0.211654	0.195284	0.211696	0.209751	0.209030	0.202839	0.202243	0.195824	0.205462	0.205358	0.199422	0.230523	0.324095	0.373241	0.082092	0.188831	0.031658	2.059736	13.724899	35.000000	97.774376
1.892481	0.101767	0.013733	0.018083	4.369134	0.262692	0.213343	0.229217	0.203680	0.219142	0.204330	0.211658	0.195283	0.211696	0.209752	0.209031	0.202840	0.202242	0.195822	0.205463	0.205358	0.199422	0.230517	0.324097	0.373252	0.082094	0.188805	0.031385	2.059740	13.712899	34.998501	97.729675
1.928867	0.101750	0.013867	0.018100	4.369027	0.262690	0.213343	0.229212	0.203680	0.219142	0.204331	0.211657	0.195284	0.211697	0.209752	0.209031	0.202838	0.202242	0.195822	0.205464	0.205360	0.199422	0.230510	0.324103	0.373265	0.082094	0.188771	0.031116	2.059743	13.710600	34.998501	97.774391
1.965228	0.101800	0.013633	0.018167	4.368968	0.262690	0.213339	0.229210	0.203679	0.219141	0.204333	0.211655	0.195285	0.211697	0.209752	0.209032	0.202835	0.202243	0.195824	0.205463	0.205362	0.199420	0.230508	0.324104	0.373272	0.082092	0.188730	0.030852	2.059742	13.721499	35.000000	97.741875
2.001680	0.101733	0.013633	0.018150	4.368934	0.262689	0.213337	0.229207	0.203677	0.219141	0.204335	0.211655	0.195287	0.211694	0.209752	0.209033	0.202835	0.202239	0.195826	0.205463	0.205364	0.199418	0.230506	0.324106	0.373275	0.082091	0.188718	0.030598	2.059739	13.718301	35.000000	97.743889
2.038054	0.101733	0.013683	0.018150	4.368906	0.262688	0.213336	0.229207	0.203678	0.219142	0.204335	0.211652	0.195289	0.211690	0.209752	0.209033	0.202836	0.202239	0.195826	0.205465	0.205364	0.199417	0.230506	0.324107	0.373275	0.082090	0.188756	0.030358	2.059741	13.712199	35.000000	97.774376
2.074507	0.101683	0.013783	0.018067	4.368902	0.262688	0.213335	0.229207	0.203678	0.219142	0.204335	0.211652	0.195288	0.211689	0.209752	0.209036	0.202836	0.202239	0.195826	0.205467	0.205364	0.199418	0.230507	0.324109	0.373281	0.082091	0.188775	0.030125	2.059741	13.720401	35.000000	97.737801
2.110774	0.101750	0.013600	0.018117	4.368911	0.262691	0.213338	0.229208	0.203679	0.219147	0.204335	0.211655	0.195289	0.211687	0.209754	0.209036	0.202837	0.202240	0.195828	0.205469	0.205364	0.199419	0.230507	0.324115	0.373290	0.082089	0.188772	0.029899	2.059741	13.721102	35.000000	97.737778
2.147279	0.101767	0.013867	0.018133	4.368925	0.262686	0.213336	0.229207	0.203675	0.219146	0.204333	0.211655	0.195289	0.211685	0.209751	0.209036	0.202838	0.202240	0.195828	0.205465	0.205362	0.199419	0.230500	0.324113	0.373290	0.082087	0.188762	0.029677	2.059743	13.710900	35.000000	97.743904
2.183588	0.101650	0.013833	0.018183	4.368915	0.262684	0.213336	0.229205	0.203675	0.219142	0.204331	0.211656	0.195287	0.211685	0.209751	0.209035	0.202839	0.202242	0.195828	0.205463	0.205361	0.199420	0.230498	0.324113	0.373292	0.082087	0.188717	0.029465	2.059743	13.724300	35.000000	97.715439
2.220145	0.101683	0.013717	0.018067	4.368897	0.262684	0.213336	0.229203	0.203678	0.219139	0.204330	0.211657	0.195287	0.211686	0.209754	0.209035	0.202841	0.202243	0.195828	0.205464	0.205360	0.199424	0.230494	0.324110	0.373298	0.082087	0.188665	0.029253	2.059741	13.729798	35.000000	97.756096
2.256428	0.101650	0.013633	0.018117	4.368834	0.262685	0.213337	0.229203	0.203678	0.219139	0.204331	0.211658	0.195288	0.211691	0.209755	0.209035	0.202844	0.202242	0.195830	0.205467	0.205359	0.199425	0.230494	0.324111	0.373305	0.082085	0.188599	0.029047	2.059740	13.720999	35.000000	97.725609
2.292854	0.101717	0.013833	0.018150	4.368816	0.262685	0.213342	0.229199	0.203682	0.219143	0.204334	0.211660	0.195284	0.211694	0.209757	0.209036	0.202843	0.202240	0.195832	0.205468	0.205358	0.199426	0.230494	0.324110	0.373320	0.082086	0.188548	0.028845	2.059740	13.723001	35.000000	97.741852
2.329228	0.101683	0.013667	0.018117	4.368811	0.262683	0.213342	0.229197	0.203680	0.219144	0.204334	0.211660	0.195284	0.211694	0.209757	0.209036	0.202842	0.202238	0.195832	0.205468	0.205358	0.199427	0.230491	0.324110	0.373327	0.082085	0.188513	0.028649	2.059740	13.724899	35.000000	97.770309
2.365680	0.101700	0.013817	0.018083	4.368820	0.262681	0.213339	0.229194	0.203680	0.219145	0.204334	0.211657	0.195286	0.211695	0.209754	0.209036	0.202839	0.202237	0.195832	0.205467	0.205358	0.199425	0.230489	0.324117	0.373326	0.082084	0.188509	0.028455	2.059742	13.712798	35.000000	97.764229
2.402080	0.101667	0.013783	0.018183	4.368837	0.262681	0.213339	0.229194	0.203682	0.219145	0.204334	0.211655	0.195286	0.211690	0.209754	0.209036	0.202838	0.202237	0.195832	0.205466	0.205358	0.199425	0.230488	0.324116	0.373327	0.082083	0.188484	0.028263	2.059745	13.720899	35.000000	97.745934
2.438455	0.101717	0.013667	0.018100	4.368823	0.262679	0.213339	0.229192	0.203683	0.219145	0.204335	0.211654	0.195289	0.211688	0.209758	0.209038	0.202837	0.202238	0.195830	0.205466	0.205359	0.199426	0.230487	0.324112	0.373334	0.082083	0.188392	0.028075	2.059744	13.725501	35.000000	97.766273
2.474881	0.101733	0.013783	0.018117	4.368811	0.262676	0.213341	0.229186	0.203680	0.219145	0.204334	0.211655	0.195288	0.211688	0.209755	0.209035	0.202837	0.202238	0.195830	0.205465	0.205363	0.199425	0.230486	0.324110	0.373341	0.082082	0.188326	0.027894	2.059743	13.722200	35.000000	97.754074
2.511280	0.101650	0.013817	0.018100	4.368813	0.262673	0.213338	0.229182	0.203679	0.219145	0.204334	0.211656	0.195287	0.211688	0.209754	0.209034	0.202839	0.202240	0.195828	0.205464	0.205362	0.199426	0.230485	0.324109	0.373346	0.082081	0.188311	0.027717	2.059745	13.721801	35.000000	97.768288
2.547693	0.101667	0.013800	0.018150	4.368830	0.262675	0.213338	0.229182	0.203679	0.219145	0.204333	0.211657	0.195286	0.211688	0.209751	0.209034	0.202841	0.202242	0.195827	0.205466	0.205362	0.199425	0.230484	0.324111	0.373352	0.082079	0.188299	0.027539	2.059747	13.726399	35.000000	97.747963
2.584015	0.101600	0.013833	0.018133	4.368830	0.262681	0.213336	0.229182	0.203677	0.219146	0.204333	0.211656	0.195286	0.211691	0.209752	0.209032	0.202841	0.202245	0.195826	0.205467	0.205364	0.199423	0.230482	0.324113	0.373363	0.082078	0.188300	0.027366	2.059748	13.717299	35.000000	97.770325
2.620492	0.101667	0.013767	0.018133	4.368791	0.262681	0.213333	0.229180	0.203674	0.219146	0.204333	0.211657	0.195288	0.211691	0.209753	0.209031	0.202841	0.202241	0.195825	0.205466	0.205364	0.199422	0.230480	0.324112	0.373369	0.082077	0.188277	0.027195	2.059748	13.717999	35.000000	97.741867
2.656789	0.101667	0.013667	0.018067	4.368789	0.262678	0.213330	0.229178	0.203674	0.219144	0.204333	0.211654	0.195289	0.211689	0.209755	0.209031	0.202841	0.202240	0.195826	0.205465	0.205364	0.199422	0.230479	0.324112	0.373374	0.082078	0.188211	0.027026	2.059746	13.733701	35.000000	97.749992
2.693332	0.101650	0.013683	0.018217	4.368764	0.262672	0.213328	0.229175	0.203676	0.219143	0.204331	0.211654	0.195288	0.211688	0.209756	0.209030	0.202842	0.202242	0.195830	0.205464	0.205366	0.199425	0.230474	0.324110	0.373374	0.082078	0.188150	0.026855	2.059742	13.722002	35.000000	97.774384
