[Method]
[General]
Identifier: 	Carrier1mMNaCl pH7 08122013
0.008121	0.099000	0.011167	-0.010417	3.240890	0.255810	0.212949	0.228788	0.203011	0.217385	0.203294	0.210177	0.194078	0.210451	0.208824	0.208043	0.201782	0.201087	0.194395	0.203974	0.203911	0.196441	0.226758	0.305660	0.336029	0.079407	0.178738	0.037366
0.022583	0.099042	0.011042	-0.010500	3.241729	0.256259	0.212856	0.228939	0.203070	0.217478	0.203288	0.210179	0.194071	0.210446	0.208829	0.208044	0.201781	0.201088	0.194395	0.203970	0.203909	0.196432	0.226754	0.305643	0.335990	0.079407	0.178732	0.037348
0.037242	0.099000	0.011000	-0.010667	3.242102	0.256511	0.212725	0.228785	0.203032	0.217437	0.203252	0.210162	0.194060	0.210435	0.208825	0.208041	0.201778	0.201085	0.194391	0.203965	0.203905	0.196425	0.226752	0.305612	0.335954	0.079406	0.178726	0.037331
0.051673	0.099042	0.011250	-0.010333	3.241890	0.256450	0.212703	0.228555	0.202979	0.217384	0.203219	0.210145	0.194047	0.210427	0.208819	0.208036	0.201776	0.201081	0.194386	0.203960	0.203899	0.196422	0.226746	0.305596	0.335939	0.079406	0.178723	0.037318
0.066135	0.099042	0.011333	-0.010500	3.241946	0.256327	0.212723	0.228435	0.202968	0.217340	0.203201	0.210133	0.194038	0.210418	0.208813	0.208033	0.201776	0.201075	0.194381	0.203956	0.203894	0.196427	0.226743	0.305611	0.335967	0.079405	0.178720	0.037309
0.080987	0.099000	0.011083	-0.010333	3.241892	0.256385	0.212653	0.228353	0.203025	0.217268	0.203182	0.210128	0.194030	0.210407	0.208813	0.208034	0.201776	0.201068	0.194377	0.203952	0.203893	0.196430	0.226741	0.305650	0.336053	0.079403	0.178718	0.037318
0.095285	0.099042	0.011083	-0.010417	3.241705	0.256612	0.212495	0.228403	0.203103	0.217203	0.203172	0.210134	0.194028	0.210398	0.208820	0.208038	0.201775	0.201063	0.194377	0.203951	0.203898	0.196431	0.226741	0.305676	0.336107	0.079403	0.178717	0.037341
0.109944	0.099000	0.011083	-0.010417	3.240986	0.256627	0.212359	0.228417	0.203109	0.217137	0.203164	0.210134	0.194028	0.210389	0.208820	0.208040	0.201774	0.201059	0.194379	0.203952	0.203907	0.196431	0.226740	0.305690	0.336124	0.079404	0.178717	0.037359
0.124569	0.099000	0.011208	-0.010667	3.240203	0.256461	0.212268	0.228370	0.203071	0.217078	0.203162	0.210124	0.194030	0.210380	0.208817	0.208040	0.201773	0.201055	0.194382	0.203952	0.203909	0.196432	0.226740	0.305679	0.336097	0.079405	0.178718	0.037352
0.138902	0.099000	0.011167	-0.010333	3.240144	0.256478	0.212303	0.228365	0.203070	0.217064	0.203162	0.210119	0.194037	0.210374	0.208816	0.208041	0.201771	0.201052	0.194384	0.203953	0.203911	0.196434	0.226754	0.305665	0.336088	0.079407	0.178719	0.037322
0.153787	0.099000	0.011000	-0.010667	3.240536	0.256578	0.212465	0.228384	0.203109	0.217099	0.203171	0.210126	0.194041	0.210375	0.208817	0.208044	0.201771	0.201051	0.194386	0.203954	0.203912	0.196435	0.226761	0.305635	0.336070	0.079409	0.178723	0.037276
0.168250	0.099000	0.011250	-0.010417	3.240801	0.256874	0.212736	0.228436	0.203141	0.217171	0.203181	0.210138	0.194044	0.210381	0.208817	0.208045	0.201771	0.201053	0.194388	0.203958	0.203912	0.196437	0.226761	0.305625	0.336060	0.079409	0.178732	0.037233
0.182677	0.099042	0.011083	-0.010583	3.240923	0.257093	0.212974	0.228451	0.203180	0.217198	0.203191	0.210138	0.194042	0.210384	0.208813	0.208041	0.201770	0.201056	0.194392	0.203960	0.203907	0.196439	0.226760	0.305624	0.336038	0.079408	0.178742	0.037198
0.197402	0.099083	0.011000	-0.010333	3.241464	0.257346	0.213122	0.228485	0.203273	0.217225	0.203197	0.210127	0.194040	0.210382	0.208808	0.208036	0.201770	0.201057	0.194395	0.203962	0.203901	0.196439	0.226765	0.305627	0.336013	0.079407	0.178749	0.037174
0.211863	0.099042	0.010917	-0.010500	3.241767	0.257259	0.213129	0.228373	0.203366	0.217241	0.203186	0.210117	0.194037	0.210380	0.208802	0.208034	0.201768	0.201056	0.194396	0.203961	0.203895	0.196436	0.226769	0.305624	0.335983	0.079406	0.178751	0.037166
0.226523	0.099000	0.011167	-0.010417	3.241693	0.257043	0.213378	0.228204	0.203424	0.217263	0.203169	0.210117	0.194037	0.210376	0.208797	0.208033	0.201767	0.201055	0.194397	0.203959	0.203891	0.196434	0.226770	0.305624	0.335966	0.079406	0.178748	0.037174
0.240919	0.099042	0.011125	-0.010583	3.241346	0.256775	0.213722	0.228141	0.203491	0.217264	0.203160	0.210129	0.194045	0.210378	0.208795	0.208034	0.201771	0.201057	0.194398	0.203958	0.203892	0.196437	0.226767	0.305621	0.335959	0.079406	0.178740	0.037203
0.255477	0.099000	0.011250	-0.010417	3.240812	0.256415	0.213708	0.228134	0.203461	0.217233	0.203157	0.210138	0.194054	0.210384	0.208794	0.208032	0.201773	0.201060	0.194399	0.203956	0.203892	0.196438	0.226765	0.305616	0.335948	0.079406	0.178729	0.037262
0.270331	0.099000	0.011042	-0.010500	3.240199	0.255991	0.213487	0.228098	0.203347	0.217205	0.203156	0.210140	0.194053	0.210389	0.208793	0.208028	0.201772	0.201059	0.194398	0.203952	0.203888	0.196436	0.226762	0.305630	0.335937	0.079406	0.178715	0.037365
0.284567	0.099000	0.011292	-0.010333	3.240166	0.255907	0.213468	0.228005	0.203249	0.217211	0.203159	0.210141	0.194048	0.210391	0.208795	0.208028	0.201771	0.201062	0.194397	0.203951	0.203886	0.196432	0.226759	0.305658	0.335971	0.079403	0.178704	0.037466
0.299321	0.099000	0.011167	-0.010500	3.240054	0.256050	0.213500	0.227859	0.203164	0.217209	0.203157	0.210138	0.194044	0.210391	0.208800	0.208029	0.201769	0.201064	0.194395	0.203952	0.203888	0.196424	0.226757	0.305671	0.336020	0.079402	0.178695	0.037571
0.313917	0.099000	0.011250	-0.010417	3.240031	0.256364	0.213502	0.227741	0.203084	0.217188	0.203152	0.210137	0.194039	0.210393	0.208804	0.208029	0.201768	0.201066	0.194394	0.203954	0.203891	0.196415	0.226755	0.305655	0.336042	0.079400	0.178691	0.037669
0.328185	0.099000	0.011333	-0.010417	3.239706	0.256345	0.213328	0.227610	0.203033	0.217167	0.203152	0.210138	0.194037	0.210394	0.208805	0.208028	0.201769	0.201065	0.194391	0.203956	0.203892	0.196412	0.226750	0.305619	0.336026	0.079400	0.178691	0.037755
0.343071	0.099000	0.011250	-0.010333	3.239502	0.256258	0.213172	0.227522	0.203073	0.217168	0.203173	0.210145	0.194037	0.210399	0.208805	0.208029	0.201770	0.201068	0.194390	0.203958	0.203894	0.196417	0.226747	0.305590	0.336011	0.079400	0.178691	0.037834
0.357535	0.099000	0.011292	-0.010583	3.239848	0.256281	0.213364	0.227464	0.203164	0.217211	0.203186	0.210158	0.194037	0.210406	0.208802	0.208029	0.201769	0.201072	0.194390	0.203959	0.203896	0.196422	0.226750	0.305572	0.336014	0.079400	0.178688	0.037894
0.371929	0.099083	0.011000	-0.010417	3.241063	0.256517	0.214037	0.227575	0.203202	0.217221	0.203208	0.210164	0.194038	0.210412	0.208799	0.208031	0.201769	0.201077	0.194389	0.203961	0.203900	0.196432	0.226756	0.305572	0.336057	0.079400	0.178683	0.037944
0.386719	0.098875	0.011083	-0.010417	3.242407	0.256646	0.214131	0.227806	0.203105	0.217185	0.203210	0.210152	0.194036	0.210411	0.208798	0.208036	0.201769	0.201078	0.194388	0.203960	0.203903	0.196435	0.226758	0.305561	0.336062	0.079398	0.178675	0.037980
0.401146	0.099083	0.011167	-0.010417	3.243250	0.256810	0.213907	0.228013	0.203005	0.217134	0.203197	0.210137	0.194030	0.210402	0.208797	0.208037	0.201769	0.201076	0.194386	0.203958	0.203901	0.196430	0.226752	0.305541	0.336032	0.079395	0.178668	0.038003
0.415775	0.099000	0.011292	-0.010500	3.243904	0.256949	0.213718	0.228058	0.202925	0.217087	0.203182	0.210123	0.194021	0.210393	0.208794	0.208033	0.201767	0.201071	0.194384	0.203956	0.203894	0.196428	0.226743	0.305535	0.335994	0.079392	0.178661	0.038018
0.441512	0.099000	0.011250	-0.010583	3.244058	0.256588	0.213336	0.227924	0.202879	0.217090	0.203180	0.210115	0.194017	0.210386	0.208792	0.208028	0.201766	0.201066	0.194383	0.203963	0.203892	0.196432	0.226754	0.305590	0.336043	0.079389	0.178649	0.038021
0.463027	0.099000	0.011167	-0.010500	3.243074	0.256171	0.213055	0.227776	0.202837	0.217080	0.203166	0.210114	0.194016	0.210383	0.208789	0.208024	0.201763	0.201065	0.194383	0.203970	0.203894	0.196437	0.226774	0.305638	0.336106	0.079387	0.178642	0.038010
0.477587	0.099042	0.011083	-0.010333	3.242090	0.255767	0.212866	0.227646	0.202820	0.217028	0.203154	0.210114	0.194015	0.210385	0.208785	0.208021	0.201761	0.201064	0.194384	0.203967	0.203896	0.196436	0.226773	0.305619	0.336047	0.079386	0.178642	0.037994
0.492083	0.099000	0.011333	-0.010417	3.241933	0.255575	0.212801	0.227658	0.202848	0.217009	0.203155	0.210124	0.194016	0.210398	0.208786	0.208020	0.201761	0.201066	0.194387	0.203965	0.203898	0.196437	0.226775	0.305609	0.336006	0.079386	0.178643	0.037979
0.506871	0.098917	0.011333	-0.010583	3.242461	0.256012	0.213049	0.228067	0.202940	0.217021	0.203164	0.210145	0.194014	0.210418	0.208791	0.208023	0.201763	0.201072	0.194390	0.203968	0.203896	0.196447	0.226784	0.305593	0.335982	0.079387	0.178645	0.037962
0.521202	0.099000	0.011375	-0.010583	3.242796	0.256944	0.213399	0.228570	0.203063	0.217028	0.203172	0.210163	0.194017	0.210430	0.208793	0.208026	0.201766	0.201079	0.194395	0.203972	0.203893	0.196459	0.226795	0.305574	0.335969	0.079389	0.178647	0.037950
0.535894	0.098958	0.011167	-0.010417	3.242066	0.257285	0.213389	0.228589	0.203097	0.217015	0.203201	0.210166	0.194027	0.210423	0.208793	0.208024	0.201767	0.201083	0.194401	0.203975	0.203891	0.196463	0.226804	0.305558	0.335955	0.079392	0.178648	0.037944
0.550519	0.099000	0.011000	-0.010417	3.241246	0.257299	0.213291	0.228442	0.203084	0.217024	0.203229	0.210176	0.194039	0.210418	0.208798	0.208024	0.201770	0.201086	0.194405	0.203978	0.203892	0.196459	0.226810	0.305555	0.335943	0.079394	0.178649	0.037946
0.564687	0.099000	0.011167	-0.010500	3.240743	0.257191	0.213164	0.228287	0.203023	0.217045	0.203235	0.210181	0.194044	0.210417	0.208806	0.208026	0.201774	0.201087	0.194407	0.203976	0.203892	0.196450	0.226808	0.305553	0.335937	0.079395	0.178650	0.037950
0.579733	0.099042	0.011292	-0.010417	3.240229	0.256917	0.213023	0.228071	0.202979	0.217031	0.203217	0.210175	0.194041	0.210419	0.208813	0.208030	0.201775	0.201084	0.194405	0.203972	0.203888	0.196443	0.226796	0.305549	0.335940	0.079396	0.178652	0.037951
0.594102	0.099000	0.011333	-0.010333	3.240531	0.256648	0.212931	0.227893	0.202979	0.217016	0.203201	0.210162	0.194038	0.210421	0.208815	0.208033	0.201775	0.201081	0.194400	0.203970	0.203883	0.196439	0.226784	0.305547	0.335958	0.079396	0.178654	0.037951
0.615452	0.099000	0.011000	-0.010417	3.240732	0.256589	0.213056	0.228044	0.203036	0.217067	0.203193	0.210158	0.194040	0.210423	0.208816	0.208035	0.201779	0.201080	0.194395	0.203972	0.203882	0.196442	0.226784	0.305562	0.336007	0.079396	0.178655	0.037948
0.641421	0.099000	0.011125	-0.010667	3.240425	0.256630	0.213466	0.228395	0.203113	0.217201	0.203194	0.210172	0.194039	0.210429	0.208822	0.208034	0.201791	0.201080	0.194397	0.203976	0.203891	0.196451	0.226814	0.305605	0.336131	0.079397	0.178653	0.037945
0.655850	0.099000	0.011208	-0.010417	3.240570	0.256550	0.213789	0.228433	0.203187	0.217270	0.203198	0.210180	0.194034	0.210427	0.208824	0.208034	0.201798	0.201078	0.194397	0.203976	0.203898	0.196456	0.226839	0.305633	0.336173	0.079397	0.178650	0.037942
0.670571	0.099000	0.011250	-0.010417	3.240535	0.256471	0.213846	0.228313	0.203194	0.217337	0.203196	0.210172	0.194026	0.210417	0.208819	0.208031	0.201797	0.201075	0.194393	0.203972	0.203896	0.196458	0.226856	0.305641	0.336204	0.079397	0.178650	0.037938
0.685100	0.098917	0.011167	-0.010500	3.240000	0.256322	0.213681	0.228118	0.203083	0.217329	0.203185	0.210161	0.194019	0.210409	0.208812	0.208029	0.201793	0.201071	0.194389	0.203964	0.203889	0.196451	0.226840	0.305621	0.336184	0.079396	0.178650	0.037933
0.699627	0.099000	0.011167	-0.010500	3.239207	0.256100	0.213492	0.227917	0.202961	0.217296	0.203177	0.210151	0.194014	0.210408	0.208806	0.208030	0.201789	0.201067	0.194387	0.203957	0.203885	0.196436	0.226818	0.305606	0.336134	0.079394	0.178652	0.037928
0.714221	0.099000	0.011167	-0.010333	3.239363	0.256106	0.213358	0.227916	0.202899	0.217286	0.203175	0.210154	0.194018	0.210415	0.208805	0.208035	0.201786	0.201067	0.194387	0.203957	0.203889	0.196427	0.226814	0.305619	0.336114	0.079394	0.178655	0.037925
0.728681	0.099000	0.011167	-0.010417	3.239767	0.256266	0.213272	0.228060	0.202893	0.217308	0.203179	0.210159	0.194025	0.210424	0.208806	0.208044	0.201786	0.201070	0.194388	0.203966	0.203898	0.196427	0.226819	0.305632	0.336141	0.079395	0.178657	0.037923
0.743473	0.099042	0.011000	-0.010500	3.239948	0.256317	0.213147	0.228248	0.202929	0.217311	0.203177	0.210148	0.194023	0.210428	0.208808	0.208047	0.201783	0.201071	0.194388	0.203972	0.203901	0.196428	0.226815	0.305609	0.336156	0.079395	0.178657	0.037923
0.757735	0.099000	0.011167	-0.010583	3.239774	0.256517	0.213141	0.228450	0.202981	0.217348	0.203171	0.210138	0.194018	0.210425	0.208807	0.208046	0.201780	0.201069	0.194385	0.203969	0.203898	0.196430	0.226809	0.305585	0.336189	0.079395	0.178654	0.037925
0.772460	0.099000	0.011167	-0.010375	3.240078	0.256773	0.213359	0.228667	0.203029	0.217373	0.203161	0.210130	0.194013	0.210420	0.208804	0.208044	0.201777	0.201068	0.194382	0.203965	0.203893	0.196428	0.226807	0.305571	0.336243	0.079395	0.178649	0.037927
0.787119	0.098958	0.010833	-0.010417	3.240479	0.256872	0.213481	0.228715	0.203017	0.217319	0.203154	0.210122	0.194010	0.210417	0.208802	0.208042	0.201773	0.201065	0.194378	0.203962	0.203889	0.196421	0.226810	0.305553	0.336287	0.079397	0.178644	0.037929
0.801319	0.098958	0.011167	-0.010500	3.241067	0.256771	0.213465	0.228685	0.202972	0.217257	0.203151	0.210117	0.194013	0.210417	0.208801	0.208039	0.201772	0.201062	0.194377	0.203962	0.203887	0.196417	0.226815	0.305533	0.336312	0.079399	0.178640	0.037931
0.816300	0.099042	0.011333	-0.010333	3.241459	0.256592	0.213537	0.228595	0.202942	0.217227	0.203159	0.210123	0.194020	0.210421	0.208801	0.208040	0.201772	0.201062	0.194379	0.203967	0.203894	0.196420	0.226822	0.305533	0.336331	0.079401	0.178638	0.037933
0.830700	0.099042	0.011083	-0.010500	3.242076	0.256414	0.213836	0.228571	0.203017	0.217262	0.203181	0.210143	0.194034	0.210430	0.208803	0.208042	0.201774	0.201067	0.194385	0.203975	0.203902	0.196428	0.226829	0.305550	0.336352	0.079401	0.178638	0.037934
0.845160	0.099000	0.011250	-0.010500	3.242785	0.256322	0.214200	0.228584	0.203218	0.217357	0.203209	0.210167	0.194048	0.210445	0.208808	0.208046	0.201778	0.201073	0.194389	0.203981	0.203905	0.196444	0.226837	0.305564	0.336338	0.079401	0.178639	0.037933
0.859887	0.099042	0.011167	-0.010750	3.243692	0.256173	0.214942	0.228608	0.203399	0.217450	0.203231	0.210195	0.194060	0.210459	0.208816	0.208051	0.201786	0.201077	0.194393	0.203987	0.203902	0.196463	0.226846	0.305567	0.336300	0.079401	0.178640	0.037931
0.874348	0.098958	0.011083	-0.010417	3.243340	0.255786	0.214904	0.228547	0.203385	0.217462	0.203236	0.210208	0.194062	0.210463	0.208817	0.208066	0.201796	0.201077	0.194394	0.203992	0.203898	0.196474	0.226837	0.305564	0.336222	0.079402	0.178641	0.037930
0.888973	0.099000	0.011000	-0.010333	3.242462	0.255305	0.214549	0.228439	0.203293	0.217429	0.203231	0.210213	0.194062	0.210459	0.208813	0.208070	0.201800	0.201076	0.194393	0.203993	0.203893	0.196471	0.226817	0.305572	0.336134	0.079404	0.178642	0.037931
0.903433	0.098958	0.011167	-0.010417	3.241991	0.255039	0.214257	0.228320	0.203231	0.217388	0.203220	0.210214	0.194056	0.210454	0.208809	0.208070	0.201797	0.201074	0.194391	0.203991	0.203888	0.196465	0.226802	0.305583	0.336090	0.079406	0.178642	0.037940
0.917994	0.099083	0.010917	-0.010500	3.241937	0.255277	0.214065	0.228226	0.203185	0.217358	0.203203	0.210214	0.194046	0.210449	0.208806	0.208067	0.201794	0.201071	0.194389	0.203988	0.203884	0.196460	0.226800	0.305593	0.336098	0.079409	0.178641	0.037961
0.932783	0.099000	0.011167	-0.010417	3.241616	0.255742	0.214214	0.228170	0.203200	0.217351	0.203182	0.210212	0.194033	0.210445	0.208804	0.208068	0.201792	0.201070	0.194389	0.203984	0.203880	0.196461	0.226801	0.305601	0.336100	0.079412	0.178635	0.037994
0.947050	0.098958	0.011333	-0.010500	3.240699	0.255968	0.214191	0.228188	0.203207	0.217318	0.203174	0.210208	0.194025	0.210440	0.208802	0.208064	0.201793	0.201069	0.194387	0.203982	0.203878	0.196466	0.226800	0.305618	0.336085	0.079413	0.178628	0.038025
0.961771	0.098958	0.011083	-0.010417	3.239878	0.255757	0.213933	0.228188	0.203237	0.217295	0.203179	0.210204	0.194023	0.210437	0.208802	0.208061	0.201795	0.201069	0.194388	0.203982	0.203880	0.196473	0.226797	0.305642	0.336073	0.079413	0.178623	0.038054
0.976367	0.099042	0.011083	-0.010500	3.239621	0.255536	0.213628	0.228198	0.203237	0.217324	0.203191	0.210200	0.194029	0.210436	0.208803	0.208058	0.201796	0.201070	0.194389	0.203983	0.203884	0.196477	0.226794	0.305659	0.336067	0.079413	0.178623	0.038079
0.990665	0.099125	0.011333	-0.010417	3.239733	0.255482	0.213495	0.228181	0.203204	0.217392	0.203199	0.210192	0.194032	0.210436	0.208804	0.208058	0.201795	0.201069	0.194391	0.203984	0.203890	0.196481	0.226797	0.305677	0.336075	0.079413	0.178628	0.038097
1.005486	0.099583	0.011167	-0.010417	3.239898	0.255471	0.213644	0.228214	0.203187	0.217448	0.203201	0.210182	0.194031	0.210434	0.208804	0.208062	0.201795	0.201069	0.194393	0.203985	0.203894	0.196490	0.226805	0.305705	0.336086	0.079413	0.178642	0.038113
1.020010	0.100750	0.011250	-0.010667	3.239803	0.255454	0.214076	0.228108	0.203200	0.217409	0.203193	0.210172	0.194025	0.210426	0.208802	0.208061	0.201791	0.201069	0.194391	0.203981	0.203896	0.196494	0.226805	0.305709	0.336087	0.079414	0.178686	0.038122
1.034410	0.103000	0.011375	-0.010417	3.239508	0.255296	0.214190	0.227955	0.203190	0.217328	0.203188	0.210161	0.194022	0.210418	0.208799	0.208053	0.201787	0.201067	0.194386	0.203974	0.203896	0.196495	0.226795	0.305675	0.336034	0.079414	0.178818	0.038127
1.049196	0.105917	0.011333	-0.010333	3.239146	0.254973	0.213967	0.227850	0.203135	0.217260	0.203188	0.210151	0.194021	0.210417	0.208800	0.208047	0.201785	0.201065	0.194383	0.203967	0.203897	0.196489	0.226783	0.305637	0.335983	0.079414	0.179171	0.038128
1.063594	0.109875	0.011167	-0.010583	3.238754	0.254710	0.213777	0.227862	0.203111	0.217224	0.203201	0.210146	0.194025	0.210421	0.208807	0.208043	0.201784	0.201062	0.194382	0.203964	0.203899	0.196483	0.226776	0.305607	0.335954	0.079415	0.179880	0.038124
1.078219	0.114333	0.011125	-0.010333	3.238263	0.254599	0.213699	0.227845	0.203105	0.217204	0.203206	0.210143	0.194029	0.210426	0.208810	0.208042	0.201783	0.201061	0.194382	0.203964	0.203903	0.196475	0.226765	0.305576	0.335933	0.079416	0.181133	0.038116
1.092781	0.119250	0.011167	-0.010833	3.237983	0.254755	0.213796	0.227743	0.203063	0.217177	0.203211	0.210142	0.194030	0.210428	0.208810	0.208044	0.201782	0.201062	0.194383	0.203964	0.203902	0.196471	0.226756	0.305553	0.335909	0.079418	0.183028	0.038107
1.107177	0.123292	0.011167	-0.010500	3.238082	0.254836	0.213826	0.227603	0.202980	0.217136	0.203208	0.210136	0.194029	0.210425	0.208808	0.208045	0.201779	0.201063	0.194382	0.203964	0.203898	0.196462	0.226743	0.305526	0.335885	0.079418	0.185523	0.038096
1.121996	0.127125	0.011083	-0.010583	3.238959	0.254906	0.213717	0.227517	0.202891	0.217093	0.203199	0.210125	0.194033	0.210417	0.208808	0.208040	0.201775	0.201063	0.194379	0.203962	0.203892	0.196455	0.226732	0.305501	0.335867	0.079416	0.188855	0.038079
1.136360	0.130417	0.011250	-0.010417	3.240002	0.255142	0.213608	0.227577	0.202836	0.217064	0.203186	0.210114	0.194035	0.210411	0.208808	0.208034	0.201774	0.201063	0.194377	0.203960	0.203889	0.196458	0.226730	0.305495	0.335869	0.079413	0.192408	0.038062
1.151021	0.133458	0.011250	-0.010333	3.241143	0.255585	0.213603	0.227729	0.202791	0.217051	0.203170	0.210107	0.194029	0.210410	0.208808	0.208033	0.201774	0.201066	0.194377	0.203958	0.203888	0.196464	0.226733	0.305497	0.335881	0.079411	0.196639	0.038043
1.165675	0.135708	0.011250	-0.010333	3.241755	0.255850	0.213583	0.227747	0.202785	0.217030	0.203156	0.210108	0.194025	0.210408	0.208807	0.208034	0.201776	0.201069	0.194379	0.203956	0.203887	0.196458	0.226732	0.305510	0.335876	0.079410	0.200923	0.038025
1.179913	0.137875	0.011417	-0.010333	3.242491	0.255845	0.213625	0.227733	0.202854	0.217066	0.203166	0.210127	0.194029	0.210411	0.208811	0.208036	0.201780	0.201074	0.194387	0.203955	0.203892	0.196452	0.226737	0.305546	0.335888	0.079412	0.205191	0.038011
1.194831	0.139875	0.011875	-0.010500	3.243190	0.255878	0.213887	0.227908	0.202982	0.217208	0.203206	0.210158	0.194047	0.210424	0.208817	0.208040	0.201788	0.201084	0.194400	0.203964	0.203907	0.196457	0.226759	0.305614	0.335982	0.079419	0.209805	0.037996
1.209294	0.141667	0.012958	-0.010417	3.242952	0.256079	0.213858	0.228005	0.203006	0.217305	0.203215	0.210173	0.194052	0.210439	0.208820	0.208047	0.201795	0.201090	0.194409	0.203969	0.203922	0.196472	0.226786	0.305688	0.336088	0.079440	0.213980	0.037984
1.223658	0.142917	0.015083	-0.010500	3.243210	0.256404	0.213783	0.228111	0.203034	0.217355	0.203225	0.210177	0.194059	0.210449	0.208823	0.208053	0.201802	0.201095	0.194418	0.203974	0.203934	0.196483	0.226812	0.305763	0.336138	0.079503	0.218062	0.037974
