[Method]
[General]
Identifier: 	Carrier1mMNaCl pH7 08122013
0.006792	0.098500	0.011167	-0.010333	3.240111	0.257243	0.213008	0.227636	0.202717	0.217099	0.203192	0.210135	0.194002	0.210398	0.208803	0.208032	0.201760	0.201069	0.194375	0.203957	0.203896	0.196456	0.226959	0.304416	0.338862	0.079402	0.177516	0.039663
0.021321	0.098583	0.011000	-0.010417	3.239937	0.257030	0.213127	0.227533	0.202714	0.217073	0.203188	0.210133	0.194004	0.210392	0.208808	0.208032	0.201760	0.201070	0.194375	0.203958	0.203897	0.196452	0.226954	0.304400	0.338870	0.079402	0.177520	0.039668
0.035750	0.098500	0.011000	-0.010500	3.239809	0.256793	0.213303	0.227452	0.202737	0.217027	0.203180	0.210120	0.194006	0.210386	0.208808	0.208030	0.201757	0.201068	0.194374	0.203957	0.203894	0.196440	0.226948	0.304389	0.338854	0.079402	0.177525	0.039679
0.050540	0.098500	0.011000	-0.010333	3.239572	0.256399	0.213563	0.227349	0.202775	0.216976	0.203173	0.210099	0.194004	0.210379	0.208802	0.208026	0.201754	0.201062	0.194372	0.203955	0.203885	0.196428	0.226930	0.304386	0.338818	0.079403	0.177526	0.039691
0.064902	0.098667	0.010917	-0.010583	3.239789	0.256248	0.214017	0.227345	0.202851	0.216960	0.203185	0.210087	0.194003	0.210377	0.208798	0.208025	0.201754	0.201060	0.194372	0.203955	0.203881	0.196432	0.226921	0.304384	0.338790	0.079404	0.177527	0.039693
0.079592	0.098333	0.010833	-0.010833	3.240476	0.256374	0.214456	0.227434	0.203004	0.216973	0.203210	0.210081	0.194005	0.210378	0.208799	0.208026	0.201757	0.201060	0.194374	0.203958	0.203881	0.196445	0.226924	0.304395	0.338777	0.079406	0.177527	0.039687
0.094185	0.098583	0.011333	-0.010333	3.240912	0.256741	0.214690	0.227626	0.203125	0.216977	0.203234	0.210078	0.194009	0.210381	0.208803	0.208031	0.201765	0.201060	0.194378	0.203962	0.203887	0.196459	0.226938	0.304414	0.338808	0.079406	0.177528	0.039671
0.108454	0.098417	0.011083	-0.010500	3.241162	0.257220	0.214588	0.227650	0.203075	0.216954	0.203236	0.210072	0.194009	0.210379	0.208807	0.208031	0.201770	0.201055	0.194382	0.203965	0.203892	0.196460	0.226949	0.304423	0.338853	0.079406	0.177527	0.039647
0.123433	0.098583	0.011333	-0.010333	3.242400	0.257724	0.214620	0.227609	0.203039	0.216949	0.203233	0.210070	0.194009	0.210378	0.208806	0.208029	0.201771	0.201054	0.194383	0.203966	0.203896	0.196465	0.226959	0.304443	0.338914	0.079405	0.177525	0.039617
0.151223	0.098542	0.011333	-0.010417	3.243260	0.258213	0.214218	0.227598	0.203107	0.216970	0.203227	0.210120	0.194033	0.210397	0.208802	0.208031	0.201779	0.201071	0.194383	0.203968	0.203897	0.196466	0.226965	0.304460	0.338883	0.079403	0.177520	0.039537
0.170656	0.098500	0.011167	-0.010500	3.243356	0.258481	0.214018	0.227731	0.203169	0.216998	0.203222	0.210164	0.194050	0.210411	0.208801	0.208035	0.201781	0.201085	0.194385	0.203974	0.203900	0.196466	0.226973	0.304479	0.338834	0.079403	0.177521	0.039468
0.185152	0.098417	0.011000	-0.010583	3.243114	0.258492	0.214082	0.227789	0.203218	0.217023	0.203216	0.210171	0.194049	0.210412	0.208807	0.208037	0.201780	0.201085	0.194387	0.203972	0.203904	0.196467	0.226973	0.304479	0.338790	0.079404	0.177521	0.039426
0.199581	0.098333	0.011083	-0.010500	3.242838	0.258585	0.214064	0.227933	0.203239	0.217022	0.203212	0.210170	0.194044	0.210413	0.208811	0.208036	0.201779	0.201080	0.194387	0.203967	0.203903	0.196469	0.226964	0.304468	0.338750	0.079405	0.177520	0.039396
0.214273	0.098333	0.011042	-0.010333	3.242868	0.258733	0.214024	0.227956	0.203238	0.217035	0.203213	0.210172	0.194050	0.210427	0.208816	0.208044	0.201780	0.201076	0.194385	0.203963	0.203900	0.196466	0.226955	0.304464	0.338717	0.079406	0.177518	0.039377
0.228738	0.098542	0.011167	-0.010417	3.243204	0.259019	0.214099	0.228039	0.203221	0.217084	0.203217	0.210180	0.194062	0.210436	0.208820	0.208051	0.201781	0.201074	0.194384	0.203961	0.203899	0.196462	0.226951	0.304473	0.338693	0.079406	0.177517	0.039372
0.243360	0.098583	0.011375	-0.010417	3.243751	0.259211	0.214143	0.228110	0.203211	0.217150	0.203212	0.210185	0.194076	0.210436	0.208823	0.208050	0.201781	0.201073	0.194385	0.203960	0.203898	0.196456	0.226953	0.304460	0.338690	0.079403	0.177519	0.039381
0.257921	0.098417	0.011208	-0.010417	3.244385	0.259031	0.213964	0.228075	0.203202	0.217151	0.203207	0.210180	0.194088	0.210433	0.208820	0.208047	0.201782	0.201075	0.194387	0.203961	0.203897	0.196456	0.226959	0.304452	0.338712	0.079400	0.177523	0.039395
0.272350	0.098500	0.011167	-0.010500	3.244916	0.258653	0.213748	0.228032	0.203185	0.217129	0.203203	0.210172	0.194091	0.210430	0.208817	0.208044	0.201785	0.201077	0.194389	0.203964	0.203898	0.196459	0.226970	0.304461	0.338768	0.079397	0.177529	0.039409
0.287140	0.098667	0.011167	-0.010333	3.245356	0.258462	0.213781	0.228156	0.203174	0.217120	0.203212	0.210169	0.194089	0.210431	0.208814	0.208047	0.201789	0.201079	0.194391	0.203968	0.203901	0.196468	0.226990	0.304494	0.338841	0.079396	0.177535	0.039422
0.301469	0.098500	0.011083	-0.010583	3.245990	0.258661	0.214029	0.228481	0.203234	0.217168	0.203216	0.210186	0.194088	0.210438	0.208815	0.208054	0.201790	0.201080	0.194394	0.203968	0.203904	0.196475	0.227010	0.304520	0.338900	0.079396	0.177538	0.039439
0.316194	0.098375	0.011167	-0.010417	3.246663	0.258561	0.214564	0.228660	0.203355	0.217197	0.203220	0.210202	0.194085	0.210453	0.208821	0.208063	0.201788	0.201084	0.194396	0.203971	0.203908	0.196480	0.227010	0.304547	0.338934	0.079397	0.177541	0.039461
0.330819	0.098583	0.011208	-0.010333	3.247147	0.258246	0.214891	0.228730	0.203430	0.217218	0.203220	0.210195	0.194069	0.210464	0.208825	0.208067	0.201781	0.201086	0.194395	0.203976	0.203908	0.196483	0.226999	0.304570	0.338941	0.079398	0.177544	0.039488
0.345019	0.098500	0.011042	-0.010333	3.248213	0.258226	0.215470	0.228865	0.203468	0.217274	0.203220	0.210188	0.194059	0.210472	0.208826	0.208071	0.201779	0.201090	0.194395	0.203985	0.203913	0.196492	0.226995	0.304599	0.338955	0.079398	0.177547	0.039515
0.360002	0.098583	0.011208	-0.010583	3.249496	0.258368	0.215818	0.229099	0.203461	0.217330	0.203205	0.210178	0.194053	0.210461	0.208824	0.208066	0.201776	0.201088	0.194396	0.203985	0.203917	0.196504	0.226998	0.304629	0.338997	0.079398	0.177549	0.039550
0.374402	0.098500	0.011167	-0.010417	3.250911	0.258542	0.216000	0.229230	0.203465	0.217363	0.203195	0.210174	0.194050	0.210448	0.208820	0.208059	0.201776	0.201086	0.194397	0.203981	0.203920	0.196514	0.227002	0.304640	0.339030	0.079399	0.177549	0.039581
0.388860	0.098500	0.011167	-0.010500	3.252434	0.258613	0.216053	0.229302	0.203439	0.217377	0.203211	0.210170	0.194047	0.210439	0.208818	0.208055	0.201777	0.201085	0.194396	0.203976	0.203924	0.196522	0.227006	0.304627	0.339060	0.079401	0.177547	0.039608
0.403554	0.098583	0.011250	-0.010417	3.252742	0.258497	0.216047	0.229303	0.203427	0.217367	0.203256	0.210175	0.194045	0.210441	0.208821	0.208055	0.201785	0.201085	0.194398	0.203980	0.203930	0.196525	0.227011	0.304611	0.339072	0.079403	0.177543	0.039624
0.418046	0.098667	0.011333	-0.010500	3.251916	0.258269	0.215728	0.229240	0.203383	0.217310	0.203246	0.210173	0.194040	0.210446	0.208822	0.208051	0.201789	0.201083	0.194399	0.203984	0.203928	0.196518	0.227007	0.304596	0.339044	0.079404	0.177540	0.039635
0.432673	0.098417	0.011125	-0.010417	3.250829	0.258037	0.215289	0.229044	0.203294	0.217238	0.203218	0.210165	0.194036	0.210451	0.208823	0.208047	0.201792	0.201078	0.194400	0.203985	0.203922	0.196511	0.227003	0.304589	0.339008	0.079405	0.177536	0.039644
0.447167	0.098250	0.011250	-0.010333	3.250307	0.258049	0.215027	0.228906	0.203232	0.217203	0.203206	0.210158	0.194038	0.210449	0.208824	0.208044	0.201793	0.201074	0.194401	0.203983	0.203919	0.196508	0.227002	0.304590	0.338990	0.079404	0.177533	0.039647
0.461694	0.098667	0.010750	-0.010500	3.249614	0.257888	0.215008	0.228738	0.203180	0.217213	0.203208	0.210152	0.194040	0.210442	0.208824	0.208041	0.201794	0.201071	0.194400	0.203981	0.203917	0.196505	0.226998	0.304604	0.338972	0.079403	0.177529	0.039649
0.476419	0.098667	0.010917	-0.010417	3.248795	0.257735	0.215450	0.228776	0.203144	0.217348	0.203232	0.210167	0.194043	0.210444	0.208829	0.208038	0.201797	0.201071	0.194400	0.203983	0.203917	0.196491	0.226988	0.304637	0.338946	0.079400	0.177523	0.039654
0.490750	0.098583	0.011083	-0.010333	3.248302	0.257627	0.216065	0.228917	0.203134	0.217502	0.203263	0.210205	0.194051	0.210464	0.208841	0.208039	0.201805	0.201075	0.194403	0.203988	0.203920	0.196487	0.226990	0.304696	0.338965	0.079397	0.177518	0.039668
0.505471	0.098500	0.011000	-0.010500	3.248640	0.257928	0.216781	0.229210	0.203210	0.217636	0.203286	0.210253	0.194067	0.210487	0.208852	0.208042	0.201810	0.201081	0.194407	0.203993	0.203927	0.196491	0.226997	0.304737	0.339003	0.079395	0.177513	0.039700
0.527021	0.098667	0.011208	-0.010500	3.249547	0.258097	0.217005	0.229210	0.203308	0.217657	0.203279	0.210254	0.194067	0.210471	0.208845	0.208043	0.201803	0.201076	0.194401	0.203984	0.203927	0.196491	0.226994	0.304697	0.338969	0.079396	0.177508	0.039795
0.552794	0.098583	0.011083	-0.010500	3.250139	0.257899	0.216859	0.229069	0.203329	0.217665	0.203268	0.210234	0.194060	0.210452	0.208834	0.208040	0.201795	0.201069	0.194396	0.203978	0.203923	0.196480	0.226991	0.304645	0.338909	0.079398	0.177500	0.039920
0.585423	0.098667	0.011000	-0.010500	3.249025	0.257279	0.215992	0.228723	0.203155	0.217485	0.203224	0.210229	0.194047	0.210428	0.208816	0.208038	0.201788	0.201067	0.194391	0.203974	0.203913	0.196458	0.226981	0.304611	0.338832	0.079401	0.177486	0.040077
0.600048	0.098083	0.011333	-0.010750	3.248607	0.256990	0.215694	0.228586	0.203084	0.217414	0.203211	0.210219	0.194041	0.210420	0.208812	0.208040	0.201785	0.201066	0.194390	0.203971	0.203909	0.196454	0.226973	0.304610	0.338813	0.079403	0.177482	0.040136
0.614738	0.098500	0.010917	-0.010500	3.248238	0.256579	0.215399	0.228564	0.203005	0.217346	0.203198	0.210195	0.194038	0.210413	0.208810	0.208036	0.201781	0.201063	0.194388	0.203964	0.203905	0.196451	0.226957	0.304587	0.338795	0.079404	0.177478	0.040190
0.629004	0.098167	0.011167	-0.010417	3.247863	0.256320	0.215193	0.228568	0.202948	0.217314	0.203191	0.210176	0.194039	0.210413	0.208813	0.208031	0.201778	0.201064	0.194385	0.203961	0.203900	0.196448	0.226946	0.304550	0.338790	0.079404	0.177477	0.040232
0.643892	0.098333	0.011167	-0.010500	3.247702	0.256423	0.215178	0.228756	0.202933	0.217316	0.203179	0.210162	0.194039	0.210417	0.208819	0.208025	0.201776	0.201066	0.194383	0.203963	0.203899	0.196454	0.226944	0.304525	0.338812	0.079404	0.177477	0.040272
0.658321	0.098500	0.011333	-0.010500	3.247170	0.256408	0.215030	0.228777	0.202934	0.217296	0.203164	0.210151	0.194036	0.210420	0.208817	0.208021	0.201776	0.201068	0.194380	0.203963	0.203901	0.196455	0.226947	0.304511	0.338828	0.079404	0.177477	0.040296
0.672815	0.098500	0.011125	-0.010500	3.246150	0.256150	0.214632	0.228649	0.202921	0.217256	0.203153	0.210140	0.194034	0.210420	0.208812	0.208017	0.201774	0.201066	0.194378	0.203961	0.203904	0.196453	0.226947	0.304503	0.338844	0.079404	0.177478	0.040306
0.687504	0.098417	0.011333	-0.010667	3.244869	0.255831	0.214270	0.228396	0.202838	0.217205	0.203142	0.210133	0.194034	0.210417	0.208808	0.208017	0.201774	0.201066	0.194376	0.203961	0.203906	0.196444	0.226943	0.304471	0.338857	0.079404	0.177478	0.040306
0.701935	0.098500	0.011000	-0.010292	3.243881	0.255587	0.213908	0.228183	0.202750	0.217176	0.203128	0.210127	0.194032	0.210412	0.208805	0.208017	0.201771	0.201066	0.194374	0.203962	0.203906	0.196439	0.226950	0.304444	0.338868	0.079404	0.177479	0.040299
0.716625	0.098500	0.011083	-0.010375	3.243183	0.255531	0.213570	0.228038	0.202674	0.217226	0.203115	0.210120	0.194027	0.210408	0.208799	0.208020	0.201767	0.201066	0.194371	0.203961	0.203905	0.196436	0.226959	0.304433	0.338855	0.079402	0.177480	0.040288
0.731088	0.098417	0.011167	-0.010500	3.243087	0.255748	0.213423	0.227996	0.202689	0.217346	0.203122	0.210123	0.194027	0.210407	0.208796	0.208026	0.201763	0.201067	0.194371	0.203963	0.203907	0.196441	0.226963	0.304435	0.338830	0.079402	0.177482	0.040274
0.745583	0.098500	0.011167	-0.010500	3.243682	0.255955	0.213417	0.227895	0.202754	0.217379	0.203148	0.210132	0.194040	0.210405	0.208803	0.208030	0.201764	0.201067	0.194373	0.203965	0.203907	0.196443	0.226956	0.304435	0.338782	0.079403	0.177484	0.040259
0.760373	0.098500	0.010917	-0.010667	3.244676	0.256069	0.213426	0.227885	0.202801	0.217370	0.203186	0.210149	0.194063	0.210408	0.208823	0.208029	0.201768	0.201067	0.194378	0.203967	0.203909	0.196446	0.226953	0.304431	0.338727	0.079405	0.177484	0.040240
0.774671	0.098583	0.011375	-0.010417	3.245836	0.255983	0.213506	0.227917	0.202792	0.217405	0.203204	0.210167	0.194071	0.210410	0.208833	0.208029	0.201772	0.201066	0.194381	0.203967	0.203908	0.196450	0.226949	0.304440	0.338706	0.079406	0.177481	0.040218
0.789358	0.098583	0.011167	-0.010333	3.247074	0.255721	0.213727	0.227891	0.202741	0.217464	0.203205	0.210184	0.194069	0.210409	0.208835	0.208028	0.201773	0.201066	0.194383	0.203963	0.203905	0.196450	0.226945	0.304466	0.338705	0.079405	0.177475	0.040194
0.804017	0.098333	0.011083	-0.010333	3.247880	0.255418	0.213766	0.227754	0.202678	0.217440	0.203199	0.210191	0.194067	0.210406	0.208832	0.208030	0.201775	0.201065	0.194383	0.203958	0.203903	0.196457	0.226941	0.304485	0.338700	0.079404	0.177469	0.040176
0.818285	0.098500	0.011125	-0.010500	3.248087	0.255424	0.213693	0.227645	0.202658	0.217379	0.203198	0.210191	0.194067	0.210403	0.208829	0.208029	0.201779	0.201067	0.194384	0.203955	0.203906	0.196473	0.226943	0.304492	0.338692	0.079404	0.177464	0.040167
0.833171	0.098417	0.011292	-0.010250	3.247954	0.256020	0.213744	0.227910	0.202730	0.217373	0.203221	0.210190	0.194073	0.210413	0.208828	0.208032	0.201786	0.201074	0.194386	0.203955	0.203912	0.196500	0.226947	0.304511	0.338711	0.079404	0.177460	0.040160
0.847633	0.098417	0.011000	-0.010333	3.247768	0.256230	0.213834	0.228110	0.202777	0.217363	0.203233	0.210179	0.194081	0.210423	0.208829	0.208035	0.201787	0.201081	0.194387	0.203953	0.203914	0.196508	0.226949	0.304531	0.338741	0.079406	0.177458	0.040155
0.862094	0.098583	0.011083	-0.010500	3.247662	0.255951	0.213823	0.228030	0.202769	0.217305	0.203233	0.210160	0.194083	0.210420	0.208831	0.208035	0.201785	0.201085	0.194383	0.203947	0.203912	0.196507	0.226939	0.304520	0.338726	0.079408	0.177455	0.040151
0.876723	0.098417	0.010917	-0.010417	3.247102	0.255660	0.213673	0.227871	0.202721	0.217237	0.203226	0.210149	0.194079	0.210412	0.208833	0.208030	0.201784	0.201084	0.194379	0.203943	0.203912	0.196506	0.226929	0.304485	0.338674	0.079409	0.177451	0.040150
0.891248	0.098417	0.011208	-0.010500	3.246471	0.255500	0.213442	0.227825	0.202717	0.217208	0.203221	0.210153	0.194075	0.210407	0.208837	0.208027	0.201784	0.201083	0.194378	0.203938	0.203913	0.196502	0.226921	0.304465	0.338629	0.079409	0.177447	0.040147
0.905873	0.098667	0.011000	-0.010458	3.245585	0.255221	0.213109	0.227834	0.202727	0.217177	0.203215	0.210156	0.194067	0.210401	0.208841	0.208023	0.201781	0.201083	0.194380	0.203937	0.203914	0.196492	0.226912	0.304451	0.338605	0.079409	0.177443	0.040141
0.920333	0.098250	0.011333	-0.010333	3.245183	0.254975	0.212822	0.227994	0.202774	0.217180	0.203214	0.210148	0.194058	0.210392	0.208837	0.208021	0.201776	0.201083	0.194381	0.203938	0.203913	0.196484	0.226906	0.304434	0.338599	0.079408	0.177441	0.040135
0.934862	0.098583	0.011083	-0.010333	3.245163	0.254931	0.212687	0.228228	0.202891	0.217204	0.203217	0.210139	0.194049	0.210385	0.208832	0.208019	0.201774	0.201080	0.194380	0.203940	0.203916	0.196482	0.226907	0.304424	0.338606	0.079408	0.177441	0.040129
0.949619	0.098250	0.011208	-0.010417	3.245307	0.254917	0.212755	0.228343	0.203053	0.217263	0.203230	0.210141	0.194053	0.210385	0.208834	0.208019	0.201775	0.201080	0.194384	0.203946	0.203920	0.196493	0.226917	0.304439	0.338617	0.079409	0.177443	0.040121
0.963950	0.098417	0.010833	-0.010500	3.245096	0.254792	0.212834	0.228296	0.203137	0.217255	0.203225	0.210141	0.194058	0.210389	0.208835	0.208017	0.201774	0.201082	0.194385	0.203951	0.203917	0.196496	0.226915	0.304445	0.338617	0.079410	0.177445	0.040112
0.978637	0.098708	0.011125	-0.010417	3.244957	0.254806	0.212994	0.228325	0.203141	0.217248	0.203211	0.210143	0.194060	0.210392	0.208832	0.208017	0.201772	0.201087	0.194387	0.203953	0.203912	0.196495	0.226904	0.304444	0.338629	0.079410	0.177448	0.040100
0.993267	0.099083	0.011167	-0.010583	3.244646	0.254892	0.213111	0.228314	0.203082	0.217228	0.203195	0.210143	0.194057	0.210393	0.208824	0.208015	0.201770	0.201088	0.194384	0.203951	0.203905	0.196489	0.226899	0.304462	0.338645	0.079410	0.177456	0.040089
1.007565	0.100625	0.011167	-0.010500	3.244521	0.254977	0.213571	0.228276	0.203054	0.217215	0.203188	0.210138	0.194053	0.210392	0.208821	0.208012	0.201770	0.201086	0.194382	0.203949	0.203900	0.196487	0.226903	0.304497	0.338663	0.079410	0.177485	0.040077
1.022452	0.103667	0.011167	-0.010333	3.243885	0.254863	0.214155	0.228105	0.203055	0.217175	0.203180	0.210132	0.194048	0.210391	0.208820	0.208010	0.201771	0.201085	0.194381	0.203950	0.203900	0.196484	0.226909	0.304517	0.338668	0.079410	0.177626	0.040060
1.036944	0.109208	0.011083	-0.010417	3.242934	0.254766	0.214803	0.227933	0.203068	0.217190	0.203173	0.210125	0.194042	0.210392	0.208823	0.208011	0.201773	0.201086	0.194380	0.203952	0.203902	0.196480	0.226913	0.304516	0.338665	0.079410	0.178047	0.040047
1.051310	0.116875	0.011167	-0.010667	3.242367	0.254862	0.215197	0.227819	0.203070	0.217280	0.203166	0.210120	0.194034	0.210396	0.208822	0.208014	0.201779	0.201091	0.194377	0.203955	0.203898	0.196480	0.226922	0.304519	0.338669	0.079410	0.179040	0.040037
1.066031	0.126667	0.011250	-0.010333	3.242220	0.255122	0.215343	0.227839	0.203033	0.217399	0.203159	0.210121	0.194028	0.210399	0.208818	0.208018	0.201778	0.201093	0.194375	0.203953	0.203894	0.196483	0.226930	0.304514	0.338644	0.079409	0.181078	0.040028
1.080560	0.136292	0.010958	-0.010500	3.242087	0.255333	0.215331	0.227957	0.202991	0.217414	0.203157	0.210122	0.194027	0.210399	0.208815	0.208019	0.201776	0.201087	0.194373	0.203951	0.203893	0.196481	0.226926	0.304497	0.338582	0.079408	0.184298	0.040021
1.095119	0.146708	0.011125	-0.010583	3.241811	0.255456	0.215166	0.227992	0.202948	0.217396	0.203155	0.210124	0.194030	0.210397	0.208814	0.208017	0.201774	0.201081	0.194372	0.203948	0.203892	0.196473	0.226915	0.304477	0.338542	0.079408	0.189182	0.040018
1.109648	0.156083	0.011000	-0.010667	3.241598	0.255497	0.214921	0.227899	0.202960	0.217363	0.203152	0.210119	0.194034	0.210395	0.208814	0.208016	0.201774	0.201078	0.194371	0.203944	0.203888	0.196464	0.226906	0.304476	0.338556	0.079409	0.195503	0.040017
1.124144	0.163500	0.011250	-0.010417	3.241675	0.255443	0.214777	0.227816	0.202995	0.217364	0.203145	0.210117	0.194039	0.210393	0.208820	0.208016	0.201776	0.201078	0.194372	0.203941	0.203886	0.196463	0.226905	0.304518	0.338572	0.079410	0.203134	0.040019
1.138898	0.170250	0.011333	-0.010333	3.241715	0.255227	0.214566	0.227714	0.202999	0.217358	0.203133	0.210113	0.194038	0.210390	0.208824	0.208018	0.201778	0.201080	0.194373	0.203940	0.203879	0.196465	0.226907	0.304587	0.338553	0.079412	0.212201	0.040020
1.153227	0.175792	0.011250	-0.010667	3.241991	0.255157	0.214520	0.227668	0.203013	0.217357	0.203125	0.210115	0.194038	0.210391	0.208825	0.208023	0.201778	0.201081	0.194377	0.203941	0.203875	0.196467	0.226907	0.304651	0.338535	0.079415	0.221160	0.040020
1.167921	0.180500	0.011333	-0.010667	3.242862	0.255322	0.214631	0.227705	0.203064	0.217349	0.203136	0.210121	0.194043	0.210398	0.208826	0.208033	0.201781	0.201086	0.194384	0.203944	0.203876	0.196473	0.226911	0.304699	0.338538	0.079418	0.231195	0.040019
1.182544	0.184458	0.011792	-0.010667	3.244680	0.256178	0.214811	0.227915	0.203185	0.217368	0.203171	0.210140	0.194056	0.210413	0.208834	0.208048	0.201792	0.201098	0.194399	0.203956	0.203887	0.196490	0.226931	0.304752	0.338597	0.079422	0.240840	0.040017
1.196813	0.187875	0.012583	-0.010500	3.246378	0.257209	0.214801	0.228127	0.203265	0.217383	0.203210	0.210171	0.194079	0.210442	0.208854	0.208073	0.201810	0.201116	0.194419	0.203976	0.203908	0.196514	0.226966	0.304815	0.338680	0.079433	0.250324	0.040014
1.211729	0.191083	0.014583	-0.010333	3.248887	0.258130	0.214894	0.228315	0.203425	0.217475	0.203269	0.210229	0.194123	0.210488	0.208884	0.208112	0.201843	0.201142	0.194447	0.204012	0.203937	0.196547	0.227016	0.304862	0.338747	0.079475	0.259909	0.040016
1.226225	0.194667	0.019042	-0.010583	3.250999	0.258541	0.215226	0.228397	0.203568	0.217637	0.203332	0.210290	0.194173	0.210546	0.208911	0.208148	0.201875	0.201168	0.194475	0.204047	0.203977	0.196577	0.227068	0.304894	0.338816	0.079602	0.268776	0.040035
1.240558	0.197417	0.026167	-0.010333	3.253105	0.259065	0.215825	0.228572	0.203732	0.217822	0.203419	0.210350	0.194241	0.210620	0.208955	0.208189	0.201916	0.201205	0.194511	0.204092	0.204022	0.196613	0.227148	0.304951	0.338954	0.079923	0.277325	0.040083
