[Method]
[General]
Identifier: 	Carrier1mMNaCl pH7 08122013
0.008135	0.097375	0.014750	0.142875	3.643271	0.242717	0.207941	0.221715	0.201183	0.215633	0.202738	0.209802	0.193868	0.210246	0.208650	0.207899	0.201672	0.200937	0.194297	0.203828	0.203696	0.196213	0.225348	0.304858	0.310823	0.083005	0.076429	0.028253
0.022431	0.097417	0.014750	0.142917	3.643237	0.242724	0.207940	0.221715	0.201181	0.215634	0.202736	0.209801	0.193868	0.210246	0.208650	0.207899	0.201672	0.200938	0.194297	0.203827	0.203696	0.196214	0.225348	0.304862	0.310823	0.083006	0.076428	0.028252
0.037285	0.097417	0.014667	0.143000	3.643186	0.242734	0.207939	0.221715	0.201179	0.215634	0.202735	0.209802	0.193868	0.210246	0.208651	0.207900	0.201672	0.200940	0.194296	0.203827	0.203696	0.196213	0.225347	0.304869	0.310823	0.083007	0.076427	0.028254
0.051777	0.097375	0.014833	0.142750	3.643109	0.242740	0.207939	0.221715	0.201179	0.215634	0.202735	0.209803	0.193867	0.210246	0.208651	0.207900	0.201672	0.200942	0.194296	0.203827	0.203697	0.196212	0.225347	0.304873	0.310824	0.083010	0.076426	0.028252
0.066210	0.097333	0.014750	0.142417	3.643022	0.242740	0.207938	0.221715	0.201180	0.215633	0.202735	0.209806	0.193866	0.210246	0.208650	0.207900	0.201672	0.200943	0.194296	0.203827	0.203698	0.196211	0.225347	0.304877	0.310826	0.083011	0.076425	0.028246
0.080931	0.097333	0.014750	0.142417	3.642940	0.242737	0.207938	0.221713	0.201180	0.215633	0.202736	0.209808	0.193866	0.210246	0.208650	0.207900	0.201672	0.200942	0.194297	0.203826	0.203700	0.196212	0.225345	0.304879	0.310827	0.083011	0.076424	0.028234
0.113625	0.097500	0.014708	0.142458	3.642836	0.242737	0.207942	0.221712	0.201182	0.215633	0.202736	0.209811	0.193866	0.210248	0.208651	0.207901	0.201670	0.200939	0.194296	0.203825	0.203701	0.196213	0.225343	0.304887	0.310832	0.083005	0.076421	0.028185
0.128252	0.097458	0.014708	0.142167	3.642820	0.242739	0.207945	0.221712	0.201182	0.215635	0.202736	0.209811	0.193868	0.210248	0.208650	0.207901	0.201669	0.200939	0.194295	0.203825	0.203703	0.196214	0.225343	0.304891	0.310836	0.083003	0.076420	0.028153
0.142681	0.097292	0.014833	0.142500	3.642791	0.242736	0.207947	0.221712	0.201183	0.215636	0.202736	0.209812	0.193868	0.210249	0.208650	0.207901	0.201669	0.200940	0.194294	0.203825	0.203704	0.196215	0.225342	0.304895	0.310839	0.083001	0.076419	0.028107
0.157373	0.097375	0.014667	0.142708	3.642758	0.242730	0.207949	0.221710	0.201182	0.215637	0.202737	0.209814	0.193868	0.210248	0.208650	0.207901	0.201669	0.200940	0.194294	0.203824	0.203704	0.196216	0.225341	0.304895	0.310841	0.083001	0.076419	0.028053
0.171802	0.097375	0.014667	0.142375	3.642735	0.242724	0.207950	0.221708	0.201182	0.215638	0.202738	0.209816	0.193868	0.210247	0.208651	0.207902	0.201668	0.200940	0.194294	0.203823	0.203704	0.196217	0.225341	0.304896	0.310840	0.083000	0.076419	0.028006
0.186294	0.097333	0.014667	0.142333	3.642717	0.242720	0.207951	0.221706	0.201183	0.215641	0.202739	0.209819	0.193869	0.210246	0.208653	0.207902	0.201668	0.200940	0.194295	0.203823	0.203705	0.196218	0.225341	0.304897	0.310837	0.083000	0.076419	0.027975
0.201181	0.097417	0.014667	0.142375	3.642708	0.242716	0.207952	0.221706	0.201185	0.215644	0.202740	0.209821	0.193871	0.210246	0.208655	0.207903	0.201668	0.200940	0.194296	0.203822	0.203706	0.196220	0.225342	0.304899	0.310834	0.083000	0.076418	0.027962
0.215417	0.097333	0.014708	0.142333	3.642714	0.242715	0.207954	0.221707	0.201185	0.215646	0.202740	0.209821	0.193872	0.210246	0.208656	0.207903	0.201669	0.200941	0.194296	0.203822	0.203706	0.196221	0.225343	0.304902	0.310833	0.083000	0.076417	0.027963
0.230140	0.097375	0.014625	0.142417	3.642727	0.242715	0.207955	0.221707	0.201184	0.215645	0.202739	0.209822	0.193872	0.210246	0.208655	0.207902	0.201669	0.200943	0.194296	0.203822	0.203706	0.196221	0.225343	0.304905	0.310831	0.082999	0.076417	0.027970
0.244765	0.097458	0.014583	0.142667	3.642745	0.242717	0.207954	0.221707	0.201184	0.215643	0.202738	0.209823	0.193872	0.210245	0.208653	0.207902	0.201670	0.200943	0.194296	0.203821	0.203706	0.196219	0.225343	0.304908	0.310827	0.082998	0.076417	0.027984
0.258965	0.097417	0.014542	0.142625	3.642757	0.242722	0.207953	0.221708	0.201183	0.215642	0.202737	0.209822	0.193871	0.210245	0.208651	0.207902	0.201670	0.200942	0.194296	0.203820	0.203705	0.196218	0.225343	0.304910	0.310823	0.082998	0.076417	0.028002
0.273983	0.097375	0.014708	0.142583	3.642768	0.242729	0.207953	0.221707	0.201182	0.215643	0.202736	0.209821	0.193871	0.210244	0.208650	0.207903	0.201671	0.200942	0.194297	0.203820	0.203704	0.196218	0.225343	0.304911	0.310819	0.082997	0.076417	0.028026
0.288348	0.097417	0.014750	0.142667	3.642761	0.242732	0.207953	0.221707	0.201181	0.215643	0.202736	0.209819	0.193870	0.210244	0.208649	0.207903	0.201672	0.200943	0.194297	0.203821	0.203703	0.196216	0.225343	0.304910	0.310814	0.082997	0.076417	0.028052
0.302808	0.097250	0.014708	0.142625	3.642753	0.242734	0.207952	0.221707	0.201180	0.215642	0.202736	0.209817	0.193869	0.210242	0.208649	0.207904	0.201671	0.200943	0.194297	0.203821	0.203702	0.196215	0.225343	0.304909	0.310808	0.082996	0.076417	0.028084
0.317531	0.097458	0.014583	0.142333	3.642753	0.242736	0.207951	0.221709	0.201180	0.215640	0.202737	0.209816	0.193869	0.210241	0.208649	0.207904	0.201670	0.200942	0.194297	0.203822	0.203702	0.196214	0.225343	0.304909	0.310803	0.082994	0.076416	0.028120
0.331962	0.097333	0.014708	0.142250	3.642750	0.242735	0.207949	0.221709	0.201181	0.215640	0.202738	0.209814	0.193870	0.210241	0.208650	0.207904	0.201668	0.200942	0.194298	0.203822	0.203702	0.196214	0.225342	0.304908	0.310800	0.082994	0.076416	0.028158
0.346587	0.097375	0.014750	0.141833	3.642745	0.242729	0.207947	0.221709	0.201182	0.215642	0.202738	0.209814	0.193870	0.210242	0.208650	0.207903	0.201668	0.200942	0.194298	0.203822	0.203702	0.196214	0.225342	0.304908	0.310799	0.082994	0.076417	0.028203
0.361117	0.097375	0.014667	0.142167	3.642754	0.242726	0.207945	0.221710	0.201182	0.215643	0.202738	0.209815	0.193870	0.210243	0.208650	0.207901	0.201669	0.200943	0.194298	0.203823	0.203702	0.196214	0.225341	0.304907	0.310798	0.082995	0.076417	0.028253
0.375577	0.097208	0.014708	0.142708	3.642771	0.242726	0.207943	0.221710	0.201183	0.215645	0.202737	0.209815	0.193869	0.210245	0.208649	0.207900	0.201669	0.200943	0.194295	0.203823	0.203703	0.196215	0.225340	0.304907	0.310795	0.082995	0.076416	0.028302
0.390429	0.097333	0.014667	0.142917	3.642787	0.242728	0.207942	0.221710	0.201184	0.215645	0.202736	0.209816	0.193868	0.210246	0.208648	0.207898	0.201669	0.200943	0.194293	0.203823	0.203703	0.196214	0.225340	0.304907	0.310792	0.082995	0.076415	0.028348
0.404727	0.097375	0.014708	0.143000	3.642819	0.242735	0.207941	0.221710	0.201184	0.215645	0.202736	0.209817	0.193868	0.210246	0.208648	0.207899	0.201669	0.200943	0.194292	0.203823	0.203704	0.196213	0.225340	0.304908	0.310790	0.082996	0.076414	0.028384
0.419387	0.097292	0.014625	0.142917	3.642864	0.242741	0.207940	0.221710	0.201184	0.215643	0.202734	0.209818	0.193867	0.210246	0.208648	0.207899	0.201669	0.200943	0.194293	0.203823	0.203703	0.196212	0.225340	0.304908	0.310789	0.082997	0.076414	0.028416
0.433979	0.097375	0.014583	0.142542	3.642880	0.242743	0.207939	0.221709	0.201181	0.215641	0.202733	0.209818	0.193867	0.210246	0.208647	0.207898	0.201669	0.200943	0.194293	0.203824	0.203703	0.196212	0.225339	0.304907	0.310788	0.082998	0.076414	0.028444
0.448313	0.097375	0.014708	0.142500	3.642887	0.242740	0.207939	0.221709	0.201180	0.215639	0.202732	0.209819	0.193867	0.210245	0.208646	0.207898	0.201668	0.200942	0.194293	0.203823	0.203702	0.196213	0.225337	0.304904	0.310785	0.082998	0.076414	0.028467
0.463165	0.097417	0.014667	0.142333	3.642903	0.242737	0.207939	0.221711	0.201179	0.215638	0.202733	0.209819	0.193868	0.210245	0.208645	0.207898	0.201667	0.200941	0.194293	0.203822	0.203702	0.196215	0.225337	0.304902	0.310783	0.082998	0.076415	0.028488
0.477660	0.097333	0.014625	0.142458	3.642923	0.242739	0.207937	0.221713	0.201180	0.215638	0.202734	0.209819	0.193869	0.210243	0.208645	0.207897	0.201666	0.200940	0.194294	0.203822	0.203702	0.196216	0.225337	0.304900	0.310781	0.082998	0.076416	0.028503
0.492092	0.097250	0.014833	0.142750	3.642941	0.242742	0.207936	0.221715	0.201180	0.215637	0.202734	0.209820	0.193868	0.210242	0.208646	0.207897	0.201666	0.200939	0.194294	0.203823	0.203702	0.196216	0.225337	0.304898	0.310780	0.082998	0.076417	0.028516
0.506777	0.097333	0.014625	0.142750	3.642952	0.242741	0.207936	0.221715	0.201179	0.215638	0.202734	0.209820	0.193867	0.210241	0.208646	0.207898	0.201667	0.200939	0.194295	0.203825	0.203703	0.196216	0.225338	0.304896	0.310779	0.082997	0.076417	0.028529
0.521273	0.097292	0.014667	0.142583	3.642937	0.242739	0.207937	0.221715	0.201178	0.215639	0.202734	0.209819	0.193867	0.210240	0.208647	0.207898	0.201667	0.200938	0.194296	0.203826	0.203703	0.196215	0.225339	0.304893	0.310778	0.082997	0.076417	0.028537
0.535835	0.097250	0.014625	0.142250	3.642900	0.242738	0.207938	0.221715	0.201178	0.215641	0.202735	0.209816	0.193867	0.210239	0.208647	0.207898	0.201666	0.200938	0.194296	0.203827	0.203702	0.196215	0.225340	0.304889	0.310777	0.082997	0.076417	0.028538
0.550394	0.097333	0.014750	0.142792	3.642874	0.242740	0.207937	0.221716	0.201180	0.215641	0.202736	0.209813	0.193867	0.210238	0.208648	0.207898	0.201666	0.200937	0.194296	0.203827	0.203702	0.196214	0.225340	0.304888	0.310775	0.082997	0.076417	0.028533
0.564856	0.097333	0.014750	0.143792	3.642875	0.242747	0.207936	0.221716	0.201181	0.215641	0.202737	0.209813	0.193868	0.210238	0.208649	0.207899	0.201667	0.200936	0.194296	0.203827	0.203701	0.196214	0.225340	0.304887	0.310773	0.082999	0.076418	0.028525
0.579644	0.097500	0.014750	0.143333	3.642909	0.242753	0.207936	0.221716	0.201182	0.215641	0.202737	0.209813	0.193868	0.210239	0.208651	0.207900	0.201667	0.200936	0.194297	0.203826	0.203701	0.196213	0.225340	0.304885	0.310771	0.083000	0.076418	0.028515
0.593979	0.097375	0.014708	0.142625	3.642953	0.242757	0.207936	0.221716	0.201183	0.215643	0.202736	0.209814	0.193868	0.210240	0.208652	0.207901	0.201667	0.200938	0.194296	0.203825	0.203700	0.196212	0.225340	0.304881	0.310771	0.083000	0.076419	0.028505
0.608669	0.097375	0.014792	0.142500	3.642987	0.242759	0.207937	0.221716	0.201183	0.215644	0.202736	0.209814	0.193869	0.210241	0.208652	0.207902	0.201669	0.200938	0.194295	0.203824	0.203700	0.196211	0.225340	0.304877	0.310772	0.082999	0.076420	0.028496
0.623356	0.097417	0.014750	0.142500	3.643001	0.242757	0.207937	0.221716	0.201183	0.215645	0.202736	0.209814	0.193870	0.210241	0.208652	0.207902	0.201671	0.200939	0.194295	0.203823	0.203698	0.196211	0.225340	0.304874	0.310773	0.082999	0.076421	0.028487
0.637496	0.097292	0.014625	0.142417	3.642987	0.242752	0.207938	0.221716	0.201182	0.215646	0.202736	0.209815	0.193871	0.210242	0.208651	0.207902	0.201672	0.200938	0.194294	0.203822	0.203699	0.196211	0.225339	0.304872	0.310775	0.083000	0.076422	0.028479
0.652510	0.097333	0.014750	0.142167	3.642962	0.242746	0.207938	0.221716	0.201183	0.215646	0.202735	0.209817	0.193871	0.210243	0.208650	0.207902	0.201673	0.200938	0.194294	0.203821	0.203699	0.196210	0.225339	0.304871	0.310778	0.083001	0.076422	0.028471
0.666904	0.097458	0.014875	0.142458	3.642944	0.242743	0.207939	0.221717	0.201184	0.215644	0.202736	0.209818	0.193871	0.210244	0.208649	0.207902	0.201673	0.200937	0.194293	0.203820	0.203699	0.196210	0.225339	0.304870	0.310780	0.083003	0.076423	0.028465
0.681304	0.097250	0.014792	0.142667	3.642941	0.242740	0.207938	0.221717	0.201184	0.215642	0.202736	0.209818	0.193871	0.210244	0.208647	0.207900	0.201673	0.200937	0.194293	0.203820	0.203699	0.196211	0.225340	0.304868	0.310782	0.083004	0.076424	0.028459
0.696125	0.097375	0.014750	0.142458	3.642935	0.242738	0.207937	0.221716	0.201183	0.215639	0.202736	0.209817	0.193871	0.210245	0.208646	0.207899	0.201672	0.200936	0.194293	0.203820	0.203699	0.196212	0.225340	0.304865	0.310783	0.083005	0.076424	0.028455
0.710492	0.097417	0.014542	0.142792	3.642925	0.242735	0.207937	0.221715	0.201182	0.215637	0.202735	0.209815	0.193870	0.210245	0.208644	0.207897	0.201672	0.200935	0.194294	0.203821	0.203700	0.196213	0.225339	0.304862	0.310782	0.083006	0.076424	0.028452
0.725144	0.097333	0.014625	0.143167	3.642930	0.242734	0.207937	0.221715	0.201180	0.215637	0.202733	0.209813	0.193869	0.210245	0.208644	0.207896	0.201672	0.200934	0.194294	0.203822	0.203701	0.196214	0.225339	0.304857	0.310783	0.083006	0.076424	0.028449
0.739673	0.097375	0.014750	0.143000	3.642962	0.242738	0.207937	0.221716	0.201180	0.215638	0.202733	0.209813	0.193868	0.210245	0.208645	0.207897	0.201673	0.200935	0.194294	0.203822	0.203702	0.196215	0.225339	0.304855	0.310784	0.083006	0.076423	0.028445
0.754104	0.097333	0.014708	0.142667	3.643006	0.242745	0.207937	0.221717	0.201180	0.215639	0.202733	0.209814	0.193868	0.210246	0.208647	0.207898	0.201674	0.200937	0.194295	0.203822	0.203703	0.196216	0.225339	0.304853	0.310785	0.083005	0.076423	0.028439
0.768958	0.097333	0.014667	0.142375	3.643047	0.242750	0.207936	0.221718	0.201181	0.215638	0.202733	0.209815	0.193868	0.210246	0.208648	0.207900	0.201674	0.200938	0.194295	0.203823	0.203703	0.196217	0.225340	0.304851	0.310786	0.083004	0.076422	0.028434
0.783256	0.097333	0.014625	0.142208	3.643070	0.242752	0.207936	0.221718	0.201180	0.215638	0.202733	0.209814	0.193867	0.210247	0.208648	0.207900	0.201675	0.200938	0.194295	0.203823	0.203702	0.196217	0.225340	0.304851	0.310786	0.083003	0.076422	0.028431
0.797915	0.097333	0.014667	0.142375	3.643088	0.242754	0.207937	0.221718	0.201180	0.215638	0.202732	0.209814	0.193867	0.210247	0.208649	0.207901	0.201675	0.200936	0.194295	0.203823	0.203702	0.196217	0.225340	0.304848	0.310785	0.083001	0.076421	0.028428
0.812573	0.097375	0.014750	0.142458	3.643088	0.242755	0.207937	0.221718	0.201180	0.215638	0.202731	0.209813	0.193866	0.210247	0.208650	0.207902	0.201675	0.200934	0.194297	0.203823	0.203701	0.196217	0.225340	0.304845	0.310785	0.083001	0.076421	0.028426
0.826808	0.097375	0.014875	0.142333	3.643080	0.242757	0.207936	0.221718	0.201180	0.215638	0.202731	0.209814	0.193866	0.210246	0.208652	0.207902	0.201675	0.200934	0.194297	0.203823	0.203701	0.196217	0.225340	0.304843	0.310785	0.083001	0.076420	0.028425
0.841788	0.097375	0.014667	0.141833	3.643072	0.242755	0.207935	0.221719	0.201181	0.215639	0.202731	0.209814	0.193866	0.210245	0.208652	0.207901	0.201674	0.200937	0.194298	0.203822	0.203702	0.196217	0.225341	0.304840	0.310787	0.083001	0.076420	0.028427
0.856219	0.097375	0.014708	0.142125	3.643061	0.242750	0.207935	0.221719	0.201182	0.215640	0.202731	0.209814	0.193866	0.210243	0.208651	0.207900	0.201674	0.200941	0.194298	0.203821	0.203702	0.196217	0.225341	0.304835	0.310788	0.083000	0.076419	0.028429
0.870585	0.097375	0.014750	0.142917	3.643051	0.242746	0.207935	0.221719	0.201183	0.215641	0.202731	0.209814	0.193868	0.210242	0.208650	0.207900	0.201674	0.200944	0.194298	0.203820	0.203702	0.196217	0.225342	0.304830	0.310789	0.083001	0.076419	0.028430
0.885404	0.097333	0.014833	0.142750	3.643059	0.242745	0.207935	0.221719	0.201184	0.215640	0.202732	0.209814	0.193870	0.210243	0.208648	0.207901	0.201675	0.200945	0.194297	0.203821	0.203701	0.196218	0.225342	0.304826	0.310790	0.083002	0.076419	0.028431
0.899800	0.097375	0.014667	0.142875	3.643091	0.242747	0.207935	0.221720	0.201184	0.215638	0.202733	0.209815	0.193872	0.210244	0.208647	0.207902	0.201676	0.200946	0.194297	0.203822	0.203702	0.196218	0.225343	0.304822	0.310791	0.083004	0.076419	0.028434
0.914492	0.097458	0.014750	0.142792	3.643130	0.242747	0.207935	0.221720	0.201185	0.215638	0.202734	0.209814	0.193871	0.210244	0.208647	0.207904	0.201676	0.200945	0.194296	0.203823	0.203702	0.196218	0.225344	0.304819	0.310790	0.083007	0.076419	0.028437
0.928923	0.097375	0.014708	0.142375	3.643180	0.242745	0.207935	0.221720	0.201186	0.215637	0.202733	0.209814	0.193869	0.210245	0.208648	0.207905	0.201676	0.200944	0.194296	0.203824	0.203703	0.196219	0.225344	0.304815	0.310790	0.083007	0.076420	0.028441
0.943448	0.097333	0.014583	0.142333	3.643235	0.242741	0.207935	0.221721	0.201187	0.215636	0.202733	0.209813	0.193868	0.210245	0.208649	0.207906	0.201675	0.200943	0.194295	0.203825	0.203702	0.196221	0.225342	0.304811	0.310791	0.083006	0.076420	0.028445
0.958271	0.097417	0.014792	0.142458	3.643302	0.242742	0.207934	0.221722	0.201188	0.215635	0.202733	0.209812	0.193868	0.210245	0.208648	0.207905	0.201672	0.200943	0.194295	0.203824	0.203702	0.196222	0.225341	0.304807	0.310790	0.083005	0.076420	0.028451
0.972504	0.097500	0.014750	0.142375	3.643395	0.242745	0.207933	0.221724	0.201189	0.215634	0.202733	0.209811	0.193869	0.210246	0.208647	0.207904	0.201672	0.200943	0.194295	0.203823	0.203702	0.196222	0.225340	0.304804	0.310788	0.083005	0.076419	0.028458
0.987258	0.097917	0.014750	0.142500	3.643472	0.242750	0.207933	0.221726	0.201188	0.215633	0.202734	0.209811	0.193869	0.210246	0.208646	0.207903	0.201672	0.200943	0.194296	0.203822	0.203703	0.196223	0.225341	0.304800	0.310785	0.083005	0.076419	0.028472
1.001883	0.099125	0.014750	0.142250	3.643524	0.242752	0.207933	0.221727	0.201186	0.215632	0.202735	0.209811	0.193869	0.210246	0.208645	0.207904	0.201670	0.200943	0.194297	0.203822	0.203703	0.196224	0.225342	0.304793	0.310781	0.083005	0.076436	0.028502
1.016152	0.100917	0.014708	0.142333	3.643571	0.242756	0.207932	0.221729	0.201185	0.215632	0.202735	0.209812	0.193869	0.210247	0.208645	0.207904	0.201669	0.200942	0.194296	0.203822	0.203703	0.196225	0.225343	0.304788	0.310776	0.083004	0.077096	0.028550
1.031004	0.103750	0.014667	0.142458	3.643626	0.242763	0.207931	0.221732	0.201184	0.215634	0.202736	0.209813	0.193868	0.210248	0.208644	0.207905	0.201668	0.200942	0.194295	0.203823	0.203702	0.196225	0.225343	0.304784	0.310771	0.083003	0.081679	0.028616
1.045467	0.106583	0.014708	0.142500	3.643654	0.242767	0.207929	0.221732	0.201184	0.215636	0.202737	0.209815	0.193868	0.210249	0.208644	0.207903	0.201668	0.200942	0.194293	0.203824	0.203701	0.196225	0.225342	0.304780	0.310767	0.083002	0.092925	0.028676
1.059965	0.110250	0.014708	0.142542	3.643676	0.242770	0.207929	0.221732	0.201185	0.215637	0.202737	0.209815	0.193868	0.210247	0.208644	0.207901	0.201669	0.200942	0.194292	0.203825	0.203701	0.196224	0.225341	0.304776	0.310763	0.083001	0.113281	0.028726
1.074623	0.113792	0.014792	0.142333	3.643697	0.242772	0.207928	0.221734	0.201185	0.215639	0.202738	0.209816	0.193868	0.210246	0.208646	0.207900	0.201669	0.200943	0.194293	0.203827	0.203701	0.196224	0.225341	0.304773	0.310761	0.082999	0.145325	0.028769
1.089087	0.116583	0.014792	0.142583	3.643713	0.242773	0.207928	0.221737	0.201185	0.215639	0.202739	0.209815	0.193868	0.210245	0.208648	0.207900	0.201670	0.200944	0.194293	0.203828	0.203701	0.196223	0.225340	0.304770	0.310759	0.082998	0.186087	0.028802
1.103710	0.119292	0.014750	0.142167	3.643722	0.242773	0.207928	0.221740	0.201185	0.215641	0.202740	0.209815	0.193869	0.210245	0.208650	0.207900	0.201671	0.200946	0.194294	0.203830	0.203702	0.196223	0.225340	0.304765	0.310757	0.082999	0.237523	0.028826
1.118271	0.121042	0.014750	0.142250	3.643735	0.242773	0.207928	0.221745	0.201186	0.215644	0.202744	0.209818	0.193872	0.210246	0.208652	0.207901	0.201674	0.200948	0.194295	0.203831	0.203706	0.196225	0.225341	0.304762	0.310756	0.083001	0.294386	0.028843
1.132700	0.122833	0.014750	0.142333	3.643749	0.242773	0.207932	0.221754	0.201189	0.215651	0.202748	0.209823	0.193876	0.210252	0.208655	0.207905	0.201677	0.200952	0.194299	0.203834	0.203711	0.196229	0.225344	0.304760	0.310755	0.083004	0.354893	0.028852
1.147521	0.123875	0.014792	0.142583	3.643775	0.242775	0.207937	0.221763	0.201195	0.215661	0.202753	0.209830	0.193879	0.210259	0.208659	0.207908	0.201681	0.200957	0.194304	0.203838	0.203716	0.196235	0.225348	0.304760	0.310756	0.083008	0.421963	0.028855
1.161819	0.125208	0.015000	0.142583	3.643832	0.242780	0.207944	0.221774	0.201203	0.215673	0.202762	0.209837	0.193885	0.210267	0.208666	0.207914	0.201686	0.200963	0.194309	0.203844	0.203721	0.196243	0.225355	0.304763	0.310758	0.083014	0.480801	0.028854
1.176544	0.126208	0.015375	0.143000	3.643990	0.242795	0.207951	0.221790	0.201216	0.215687	0.202776	0.209847	0.193892	0.210277	0.208675	0.207920	0.201691	0.200969	0.194316	0.203853	0.203729	0.196253	0.225361	0.304767	0.310758	0.083027	0.540688	0.028851
1.191169	0.127292	0.016542	0.143083	3.644178	0.242817	0.207960	0.221811	0.201229	0.215701	0.202788	0.209857	0.193902	0.210287	0.208682	0.207927	0.201698	0.200976	0.194324	0.203862	0.203739	0.196264	0.225368	0.304774	0.310758	0.083058	0.599513	0.028844
1.205369	0.128042	0.018250	0.143083	3.644367	0.242844	0.207975	0.221836	0.201242	0.215721	0.202801	0.209869	0.193913	0.210297	0.208690	0.207936	0.201705	0.200984	0.194334	0.203873	0.203750	0.196276	0.225375	0.304783	0.310759	0.083130	0.648211	0.028837
1.220350	0.128917	0.021333	0.143500	3.644640	0.242877	0.208001	0.221868	0.201263	0.215751	0.202820	0.209884	0.193928	0.210310	0.208702	0.207948	0.201718	0.200997	0.194347	0.203889	0.203766	0.196291	0.225387	0.304798	0.310761	0.083309	0.695114	0.028827
