[Method]
[General]
Identifier: 	Carrier1mMNaCl pH7 08122013
0.022033	0.099542	0.013208	-0.010250	3.748122	0.243920	0.208496	0.223023	0.201408	0.215934	0.202782	0.209832	0.193905	0.210234	0.208656	0.207914	0.201666	0.200932	0.194314	0.203838	0.203775	0.196261	0.224820	0.294085	0.319623	0.081656	0.144625	0.033812
0.036398	0.099583	0.013292	-0.010167	3.748124	0.243920	0.208495	0.223021	0.201408	0.215935	0.202782	0.209834	0.193905	0.210236	0.208655	0.207914	0.201667	0.200933	0.194314	0.203837	0.203774	0.196261	0.224821	0.294081	0.319621	0.081656	0.144592	0.033811
0.050794	0.099500	0.013417	-0.010125	3.748156	0.243921	0.208497	0.223019	0.201409	0.215935	0.202782	0.209834	0.193905	0.210237	0.208654	0.207914	0.201668	0.200934	0.194314	0.203837	0.203773	0.196261	0.224822	0.294078	0.319620	0.081655	0.144560	0.033814
0.065613	0.099375	0.013500	-0.010208	3.748262	0.243921	0.208499	0.223020	0.201411	0.215935	0.202783	0.209834	0.193904	0.210239	0.208654	0.207913	0.201668	0.200935	0.194314	0.203837	0.203773	0.196260	0.224822	0.294079	0.319620	0.081654	0.144521	0.033826
0.080013	0.099500	0.013250	-0.010333	3.748406	0.243917	0.208500	0.223021	0.201410	0.215935	0.202784	0.209834	0.193903	0.210238	0.208655	0.207913	0.201668	0.200935	0.194314	0.203837	0.203773	0.196258	0.224822	0.294080	0.319618	0.081654	0.144486	0.033844
0.094637	0.099458	0.013250	-0.010125	3.748513	0.243911	0.208501	0.223023	0.201408	0.215935	0.202786	0.209835	0.193901	0.210236	0.208655	0.207913	0.201668	0.200934	0.194314	0.203837	0.203773	0.196257	0.224820	0.294081	0.319615	0.081655	0.144475	0.033862
0.109167	0.099583	0.013250	-0.010250	3.748603	0.243907	0.208502	0.223023	0.201407	0.215936	0.202785	0.209834	0.193901	0.210234	0.208654	0.207914	0.201667	0.200933	0.194314	0.203837	0.203772	0.196257	0.224819	0.294085	0.319614	0.081655	0.144526	0.033877
0.123660	0.099417	0.013208	-0.010292	3.748677	0.243906	0.208505	0.223022	0.201406	0.215937	0.202783	0.209833	0.193901	0.210233	0.208653	0.207916	0.201665	0.200932	0.194314	0.203837	0.203772	0.196257	0.224818	0.294091	0.319618	0.081654	0.144640	0.033890
0.138446	0.099500	0.013125	-0.010250	3.748760	0.243910	0.208506	0.223021	0.201407	0.215937	0.202783	0.209833	0.193901	0.210234	0.208652	0.207917	0.201664	0.200932	0.194314	0.203838	0.203773	0.196257	0.224817	0.294096	0.319621	0.081652	0.144781	0.033906
0.152744	0.099667	0.013208	-0.010083	3.748855	0.243919	0.208504	0.223022	0.201408	0.215937	0.202783	0.209835	0.193900	0.210235	0.208652	0.207918	0.201664	0.200933	0.194313	0.203840	0.203775	0.196257	0.224816	0.294100	0.319622	0.081651	0.144864	0.033924
0.167471	0.099417	0.013417	-0.010208	3.748949	0.243925	0.208501	0.223022	0.201409	0.215937	0.202785	0.209836	0.193899	0.210235	0.208653	0.207918	0.201665	0.200933	0.194312	0.203839	0.203777	0.196257	0.224815	0.294103	0.319622	0.081649	0.144881	0.033946
0.182029	0.099583	0.013250	-0.010292	3.748960	0.243928	0.208500	0.223020	0.201408	0.215935	0.202784	0.209836	0.193900	0.210235	0.208653	0.207918	0.201665	0.200932	0.194312	0.203837	0.203777	0.196258	0.224812	0.294104	0.319618	0.081649	0.144883	0.033961
0.196362	0.099625	0.013375	-0.010250	3.748918	0.243931	0.208500	0.223018	0.201408	0.215933	0.202784	0.209836	0.193901	0.210234	0.208654	0.207918	0.201664	0.200932	0.194312	0.203836	0.203778	0.196258	0.224811	0.294106	0.319616	0.081649	0.144903	0.033974
0.211246	0.099583	0.013167	-0.010167	3.748842	0.243932	0.208502	0.223017	0.201407	0.215932	0.202783	0.209836	0.193901	0.210234	0.208656	0.207918	0.201663	0.200933	0.194314	0.203835	0.203779	0.196258	0.224811	0.294102	0.319611	0.081650	0.144979	0.033985
0.225677	0.099500	0.013250	-0.010292	3.748746	0.243929	0.208500	0.223017	0.201407	0.215933	0.202783	0.209836	0.193900	0.210234	0.208657	0.207918	0.201663	0.200933	0.194315	0.203835	0.203779	0.196258	0.224810	0.294096	0.319606	0.081651	0.145093	0.033994
0.240175	0.099375	0.013583	-0.010250	3.748674	0.243926	0.208497	0.223017	0.201406	0.215935	0.202784	0.209837	0.193899	0.210234	0.208658	0.207917	0.201663	0.200933	0.194316	0.203836	0.203779	0.196258	0.224809	0.294091	0.319601	0.081652	0.145201	0.034009
0.254831	0.099458	0.013125	-0.010250	3.748644	0.243924	0.208495	0.223015	0.201405	0.215935	0.202785	0.209837	0.193899	0.210233	0.208658	0.207917	0.201663	0.200933	0.194316	0.203836	0.203779	0.196256	0.224808	0.294084	0.319600	0.081653	0.145249	0.034043
0.269327	0.099583	0.013333	-0.010208	3.748677	0.243922	0.208495	0.223014	0.201404	0.215934	0.202785	0.209837	0.193899	0.210233	0.208657	0.207916	0.201663	0.200934	0.194316	0.203836	0.203780	0.196255	0.224808	0.294074	0.319600	0.081654	0.145197	0.034096
0.283952	0.099417	0.013333	-0.010250	3.748762	0.243920	0.208495	0.223014	0.201402	0.215935	0.202785	0.209834	0.193899	0.210233	0.208656	0.207916	0.201663	0.200934	0.194317	0.203835	0.203780	0.196254	0.224808	0.294066	0.319601	0.081654	0.145096	0.034150
0.298417	0.099458	0.013375	-0.010083	3.748876	0.243922	0.208492	0.223015	0.201403	0.215935	0.202787	0.209832	0.193898	0.210233	0.208657	0.207916	0.201662	0.200934	0.194317	0.203836	0.203778	0.196254	0.224808	0.294066	0.319604	0.081655	0.144998	0.034192
0.312942	0.099625	0.013292	-0.010083	3.748974	0.243925	0.208491	0.223015	0.201405	0.215936	0.202788	0.209832	0.193897	0.210233	0.208657	0.207916	0.201661	0.200934	0.194316	0.203837	0.203776	0.196254	0.224808	0.294067	0.319607	0.081656	0.144911	0.034221
0.327729	0.099375	0.013333	-0.010250	3.749065	0.243929	0.208487	0.223012	0.201406	0.215937	0.202788	0.209833	0.193896	0.210231	0.208656	0.207916	0.201661	0.200934	0.194315	0.203837	0.203775	0.196254	0.224808	0.294066	0.319608	0.081656	0.144814	0.034237
0.342027	0.099458	0.013250	-0.010167	3.749189	0.243931	0.208484	0.223011	0.201405	0.215937	0.202788	0.209834	0.193895	0.210231	0.208655	0.207916	0.201661	0.200935	0.194313	0.203838	0.203775	0.196254	0.224809	0.294066	0.319608	0.081655	0.144714	0.034237
0.356721	0.099625	0.013250	-0.010167	3.749313	0.243933	0.208481	0.223011	0.201405	0.215935	0.202788	0.209835	0.193895	0.210231	0.208655	0.207916	0.201660	0.200935	0.194311	0.203838	0.203775	0.196254	0.224810	0.294067	0.319605	0.081654	0.144616	0.034226
0.371346	0.099375	0.013208	-0.010208	3.749392	0.243935	0.208480	0.223010	0.201405	0.215932	0.202787	0.209835	0.193896	0.210232	0.208655	0.207914	0.201660	0.200935	0.194310	0.203837	0.203776	0.196254	0.224811	0.294070	0.319599	0.081653	0.144553	0.034207
0.385646	0.099458	0.013125	-0.010292	3.749469	0.243936	0.208479	0.223009	0.201406	0.215930	0.202787	0.209836	0.193897	0.210232	0.208655	0.207913	0.201660	0.200934	0.194309	0.203836	0.203776	0.196254	0.224809	0.294075	0.319597	0.081652	0.144551	0.034181
0.400531	0.099458	0.013417	-0.010125	3.749580	0.243940	0.208479	0.223008	0.201407	0.215928	0.202786	0.209837	0.193897	0.210233	0.208656	0.207912	0.201660	0.200934	0.194308	0.203835	0.203777	0.196254	0.224809	0.294081	0.319598	0.081652	0.144609	0.034145
0.414994	0.099625	0.013167	-0.010292	3.749698	0.243943	0.208478	0.223009	0.201408	0.215928	0.202787	0.209839	0.193897	0.210233	0.208656	0.207913	0.201660	0.200935	0.194308	0.203833	0.203777	0.196255	0.224809	0.294085	0.319601	0.081651	0.144711	0.034105
0.429425	0.099542	0.013333	-0.010208	3.749836	0.243948	0.208477	0.223012	0.201408	0.215927	0.202788	0.209841	0.193896	0.210233	0.208656	0.207913	0.201661	0.200936	0.194307	0.203832	0.203778	0.196256	0.224812	0.294086	0.319605	0.081650	0.144861	0.034061
0.444112	0.099500	0.013125	-0.010208	3.750003	0.243954	0.208478	0.223014	0.201409	0.215927	0.202789	0.209843	0.193896	0.210234	0.208656	0.207914	0.201661	0.200937	0.194306	0.203831	0.203778	0.196257	0.224813	0.294092	0.319608	0.081649	0.145039	0.034013
0.458640	0.099500	0.013208	-0.010125	3.750148	0.243959	0.208480	0.223013	0.201409	0.215928	0.202788	0.209844	0.193896	0.210235	0.208657	0.207915	0.201661	0.200936	0.194306	0.203832	0.203778	0.196258	0.224814	0.294099	0.319610	0.081648	0.145198	0.033962
0.473202	0.099583	0.013250	-0.010208	3.750282	0.243961	0.208481	0.223011	0.201409	0.215930	0.202788	0.209843	0.193896	0.210235	0.208658	0.207916	0.201660	0.200936	0.194306	0.203834	0.203778	0.196258	0.224815	0.294104	0.319614	0.081648	0.145348	0.033905
0.487696	0.099667	0.013250	-0.010208	3.750500	0.243970	0.208480	0.223012	0.201408	0.215933	0.202789	0.209844	0.193896	0.210235	0.208659	0.207916	0.201660	0.200936	0.194308	0.203837	0.203777	0.196258	0.224816	0.294108	0.319621	0.081647	0.145494	0.033848
0.502223	0.099583	0.013250	-0.010208	3.750756	0.244002	0.208480	0.223022	0.201408	0.215936	0.202790	0.209844	0.193896	0.210234	0.208659	0.207915	0.201660	0.200937	0.194309	0.203837	0.203777	0.196256	0.224818	0.294112	0.319629	0.081647	0.145649	0.033789
0.517010	0.099500	0.013292	-0.010125	3.750961	0.244045	0.208480	0.223030	0.201408	0.215938	0.202790	0.209844	0.193897	0.210234	0.208659	0.207916	0.201660	0.200939	0.194310	0.203836	0.203778	0.196255	0.224820	0.294117	0.319636	0.081647	0.145836	0.033722
0.531344	0.099583	0.013167	-0.010208	3.751140	0.244060	0.208479	0.223030	0.201407	0.215938	0.202790	0.209843	0.193896	0.210232	0.208660	0.207916	0.201660	0.200939	0.194311	0.203835	0.203779	0.196255	0.224820	0.294124	0.319643	0.081647	0.146055	0.033665
0.545969	0.099583	0.013417	-0.010333	3.751339	0.244057	0.208479	0.223024	0.201405	0.215937	0.202789	0.209842	0.193895	0.210231	0.208662	0.207916	0.201661	0.200937	0.194311	0.203836	0.203779	0.196257	0.224819	0.294130	0.319649	0.081648	0.146330	0.033610
0.560656	0.099667	0.013250	-0.010333	3.751509	0.244053	0.208476	0.223018	0.201403	0.215936	0.202789	0.209838	0.193893	0.210230	0.208662	0.207916	0.201661	0.200936	0.194311	0.203836	0.203779	0.196258	0.224818	0.294133	0.319654	0.081650	0.146556	0.033558
0.574894	0.099583	0.013208	-0.010167	3.751667	0.244052	0.208474	0.223015	0.201402	0.215936	0.202788	0.209835	0.193893	0.210230	0.208662	0.207917	0.201660	0.200936	0.194313	0.203837	0.203778	0.196256	0.224816	0.294134	0.319662	0.081654	0.146721	0.033513
0.589813	0.099500	0.013167	-0.010208	3.751865	0.244056	0.208473	0.223017	0.201403	0.215937	0.202787	0.209832	0.193894	0.210230	0.208661	0.207918	0.201661	0.200936	0.194315	0.203837	0.203777	0.196255	0.224815	0.294134	0.319673	0.081657	0.146876	0.033468
0.604271	0.099500	0.013292	-0.010250	3.752003	0.244060	0.208471	0.223018	0.201403	0.215937	0.202787	0.209832	0.193895	0.210230	0.208660	0.207918	0.201661	0.200936	0.194315	0.203836	0.203776	0.196255	0.224813	0.294135	0.319681	0.081657	0.147036	0.033426
0.618702	0.099583	0.013292	-0.010208	3.752104	0.244064	0.208468	0.223019	0.201404	0.215935	0.202786	0.209833	0.193897	0.210230	0.208661	0.207917	0.201661	0.200936	0.194314	0.203835	0.203775	0.196254	0.224811	0.294140	0.319685	0.081656	0.147214	0.033384
0.633458	0.099625	0.013333	-0.010208	3.752203	0.244069	0.208465	0.223020	0.201405	0.215935	0.202787	0.209834	0.193899	0.210230	0.208661	0.207916	0.201661	0.200937	0.194312	0.203834	0.203774	0.196253	0.224810	0.294146	0.319687	0.081655	0.147386	0.033341
0.647856	0.099625	0.013292	-0.010250	3.752294	0.244073	0.208463	0.223023	0.201407	0.215937	0.202788	0.209834	0.193899	0.210229	0.208662	0.207915	0.201662	0.200937	0.194312	0.203834	0.203774	0.196252	0.224808	0.294152	0.319689	0.081654	0.147472	0.033306
0.662477	0.099417	0.013208	-0.010250	3.752395	0.244077	0.208462	0.223026	0.201407	0.215938	0.202789	0.209833	0.193899	0.210229	0.208661	0.207915	0.201662	0.200936	0.194312	0.203834	0.203774	0.196252	0.224808	0.294157	0.319694	0.081654	0.147468	0.033271
0.677040	0.099667	0.013292	-0.010208	3.752518	0.244083	0.208462	0.223026	0.201406	0.215940	0.202789	0.209832	0.193899	0.210230	0.208661	0.207915	0.201662	0.200936	0.194311	0.203837	0.203775	0.196252	0.224810	0.294158	0.319700	0.081653	0.147396	0.033239
0.691473	0.099583	0.013250	-0.010208	3.752665	0.244095	0.208465	0.223025	0.201406	0.215940	0.202789	0.209832	0.193900	0.210230	0.208661	0.207915	0.201662	0.200936	0.194311	0.203838	0.203775	0.196252	0.224813	0.294160	0.319707	0.081654	0.147309	0.033210
0.706323	0.099583	0.013250	-0.010125	3.752780	0.244105	0.208466	0.223026	0.201408	0.215942	0.202789	0.209833	0.193901	0.210230	0.208662	0.207915	0.201661	0.200936	0.194311	0.203838	0.203774	0.196252	0.224815	0.294165	0.319711	0.081655	0.147232	0.033183
0.720556	0.099667	0.013208	-0.010167	3.752884	0.244109	0.208465	0.223025	0.201410	0.215943	0.202789	0.209833	0.193901	0.210230	0.208663	0.207915	0.201660	0.200937	0.194311	0.203838	0.203774	0.196252	0.224815	0.294170	0.319715	0.081656	0.147192	0.033161
0.735346	0.099375	0.013292	-0.010250	3.752993	0.244111	0.208464	0.223022	0.201410	0.215943	0.202788	0.209833	0.193900	0.210230	0.208663	0.207915	0.201659	0.200938	0.194312	0.203838	0.203774	0.196252	0.224813	0.294174	0.319722	0.081656	0.147194	0.033139
0.749940	0.099708	0.013292	-0.010208	3.753083	0.244112	0.208464	0.223017	0.201410	0.215943	0.202788	0.209832	0.193899	0.210231	0.208663	0.207915	0.201659	0.200938	0.194312	0.203839	0.203775	0.196250	0.224813	0.294177	0.319726	0.081655	0.147250	0.033120
0.764140	0.099625	0.013250	-0.010125	3.753171	0.244113	0.208466	0.223015	0.201411	0.215941	0.202787	0.209832	0.193899	0.210231	0.208663	0.207915	0.201659	0.200940	0.194312	0.203839	0.203775	0.196249	0.224813	0.294179	0.319728	0.081654	0.147342	0.033104
0.779121	0.099583	0.013250	-0.010250	3.753297	0.244114	0.208468	0.223014	0.201410	0.215939	0.202786	0.209830	0.193899	0.210232	0.208662	0.207915	0.201658	0.200941	0.194312	0.203838	0.203775	0.196249	0.224813	0.294183	0.319730	0.081654	0.147485	0.033090
0.793519	0.099500	0.013167	-0.010167	3.753401	0.244118	0.208471	0.223015	0.201409	0.215938	0.202787	0.209830	0.193899	0.210232	0.208661	0.207917	0.201657	0.200940	0.194312	0.203836	0.203772	0.196249	0.224812	0.294188	0.319736	0.081654	0.147658	0.033081
0.807885	0.099542	0.013333	-0.010208	3.753454	0.244122	0.208473	0.223016	0.201408	0.215937	0.202789	0.209829	0.193898	0.210232	0.208661	0.207917	0.201656	0.200937	0.194311	0.203835	0.203771	0.196250	0.224811	0.294193	0.319743	0.081656	0.147831	0.033076
0.822706	0.099542	0.013292	-0.010167	3.753397	0.244124	0.208475	0.223017	0.201408	0.215936	0.202792	0.209828	0.193899	0.210231	0.208663	0.207918	0.201657	0.200935	0.194311	0.203835	0.203771	0.196251	0.224811	0.294194	0.319740	0.081657	0.147938	0.033072
0.837169	0.099417	0.013250	-0.010292	3.753320	0.244120	0.208474	0.223017	0.201406	0.215934	0.202793	0.209825	0.193899	0.210230	0.208663	0.207918	0.201657	0.200934	0.194311	0.203835	0.203771	0.196252	0.224811	0.294191	0.319732	0.081659	0.147977	0.033071
0.851794	0.099542	0.013167	-0.010250	3.753210	0.244112	0.208471	0.223017	0.201404	0.215931	0.202793	0.209822	0.193899	0.210229	0.208662	0.207918	0.201658	0.200932	0.194311	0.203833	0.203771	0.196253	0.224810	0.294188	0.319725	0.081660	0.148001	0.033082
0.866287	0.099500	0.013167	-0.010208	3.753095	0.244104	0.208470	0.223016	0.201403	0.215931	0.202792	0.209820	0.193899	0.210229	0.208661	0.207916	0.201659	0.200932	0.194312	0.203832	0.203770	0.196254	0.224809	0.294185	0.319721	0.081664	0.148029	0.033116
0.880781	0.099500	0.013292	-0.010292	3.752957	0.244093	0.208470	0.223013	0.201403	0.215931	0.202791	0.209821	0.193899	0.210229	0.208661	0.207915	0.201660	0.200932	0.194312	0.203831	0.203769	0.196255	0.224808	0.294181	0.319719	0.081667	0.148056	0.033170
0.895571	0.099500	0.013333	-0.010125	3.752772	0.244080	0.208471	0.223010	0.201401	0.215932	0.202790	0.209824	0.193900	0.210229	0.208660	0.207914	0.201660	0.200932	0.194313	0.203830	0.203769	0.196256	0.224806	0.294180	0.319718	0.081669	0.148044	0.033248
0.909871	0.099542	0.013375	-0.010125	3.752569	0.244068	0.208469	0.223008	0.201400	0.215932	0.202790	0.209826	0.193899	0.210229	0.208659	0.207914	0.201660	0.200932	0.194314	0.203830	0.203770	0.196256	0.224806	0.294186	0.319717	0.081670	0.147991	0.033337
0.924625	0.099542	0.013083	-0.010125	3.752334	0.244057	0.208467	0.223006	0.201400	0.215931	0.202790	0.209827	0.193897	0.210228	0.208658	0.207915	0.201660	0.200931	0.194314	0.203831	0.203771	0.196256	0.224806	0.294193	0.319712	0.081670	0.147911	0.033447
0.939185	0.099583	0.013292	-0.010292	3.752026	0.244044	0.208463	0.223003	0.201400	0.215930	0.202790	0.209828	0.193896	0.210226	0.208657	0.207914	0.201660	0.200930	0.194314	0.203831	0.203771	0.196256	0.224806	0.294190	0.319698	0.081670	0.147825	0.033569
0.953419	0.099583	0.013083	-0.010208	3.751781	0.244032	0.208461	0.223002	0.201399	0.215929	0.202790	0.209829	0.193895	0.210226	0.208655	0.207914	0.201660	0.200931	0.194314	0.203831	0.203771	0.196255	0.224808	0.294184	0.319683	0.081670	0.147745	0.033690
0.986700	0.099583	0.013250	-0.010208	3.751191	0.243997	0.208456	0.223000	0.201399	0.215930	0.202788	0.209832	0.193896	0.210224	0.208653	0.207912	0.201658	0.200931	0.194313	0.203829	0.203770	0.196253	0.224811	0.294174	0.319652	0.081670	0.147538	0.033977
1.000773	0.099583	0.013167	-0.010292	3.750989	0.243983	0.208454	0.222999	0.201398	0.215932	0.202788	0.209833	0.193896	0.210225	0.208653	0.207911	0.201658	0.200931	0.194312	0.203828	0.203771	0.196253	0.224809	0.294164	0.319640	0.081670	0.147396	0.034087
1.015690	0.099542	0.013417	-0.010292	3.750825	0.243972	0.208453	0.222998	0.201397	0.215933	0.202788	0.209834	0.193896	0.210226	0.208655	0.207910	0.201658	0.200930	0.194311	0.203829	0.203772	0.196254	0.224808	0.294157	0.319631	0.081672	0.147209	0.034199
1.030185	0.099500	0.013333	-0.010167	3.750634	0.243968	0.208455	0.222998	0.201396	0.215935	0.202789	0.209835	0.193895	0.210227	0.208656	0.207911	0.201658	0.200928	0.194311	0.203829	0.203772	0.196254	0.224806	0.294151	0.319630	0.081672	0.147058	0.034300
1.044548	0.099583	0.013167	-0.010292	3.750443	0.243967	0.208458	0.222997	0.201396	0.215934	0.202789	0.209836	0.193893	0.210227	0.208655	0.207910	0.201658	0.200927	0.194311	0.203830	0.203772	0.196255	0.224806	0.294151	0.319636	0.081673	0.146958	0.034392
1.059338	0.099583	0.013042	-0.010250	3.750260	0.243965	0.208465	0.223000	0.201396	0.215932	0.202789	0.209838	0.193893	0.210228	0.208655	0.207909	0.201659	0.200928	0.194311	0.203830	0.203773	0.196257	0.224807	0.294155	0.319645	0.081673	0.146963	0.034476
1.073702	0.099708	0.013375	-0.010292	3.750052	0.243961	0.208469	0.223003	0.201397	0.215932	0.202790	0.209839	0.193893	0.210228	0.208654	0.207907	0.201661	0.200929	0.194312	0.203831	0.203774	0.196258	0.224808	0.294157	0.319645	0.081673	0.147109	0.034549
1.088358	0.099917	0.013125	-0.010250	3.749808	0.243950	0.208469	0.223004	0.201398	0.215934	0.202790	0.209838	0.193895	0.210229	0.208654	0.207906	0.201662	0.200930	0.194312	0.203831	0.203774	0.196259	0.224810	0.294149	0.319634	0.081674	0.147503	0.034620
1.102921	0.100167	0.013625	-0.010125	3.749536	0.243939	0.208469	0.223003	0.201399	0.215935	0.202789	0.209837	0.193896	0.210229	0.208655	0.207906	0.201663	0.200930	0.194311	0.203831	0.203773	0.196260	0.224809	0.294135	0.319618	0.081676	0.148326	0.034681
1.117350	0.100208	0.013333	-0.010208	3.749273	0.243931	0.208473	0.223002	0.201401	0.215935	0.202790	0.209836	0.193898	0.210231	0.208655	0.207907	0.201664	0.200929	0.194311	0.203833	0.203774	0.196261	0.224809	0.294122	0.319603	0.081678	0.149801	0.034741
1.132236	0.100667	0.013417	-0.010125	3.748951	0.243928	0.208478	0.223001	0.201402	0.215937	0.202790	0.209836	0.193900	0.210233	0.208656	0.207908	0.201664	0.200928	0.194310	0.203834	0.203776	0.196262	0.224808	0.294109	0.319587	0.081679	0.152187	0.034796
1.146404	0.100917	0.013167	-0.010208	3.748698	0.243933	0.208490	0.223003	0.201405	0.215941	0.202792	0.209838	0.193901	0.210233	0.208656	0.207910	0.201665	0.200928	0.194310	0.203835	0.203778	0.196263	0.224810	0.294099	0.319579	0.081681	0.155186	0.034843
1.161225	0.101417	0.013250	-0.010167	3.748477	0.243943	0.208510	0.223009	0.201408	0.215949	0.202794	0.209839	0.193901	0.210233	0.208657	0.207912	0.201664	0.200929	0.194312	0.203836	0.203780	0.196263	0.224811	0.294089	0.319577	0.081682	0.159020	0.034890
1.175819	0.101750	0.013333	-0.010042	3.748273	0.243950	0.208533	0.223019	0.201412	0.215956	0.202797	0.209841	0.193902	0.210233	0.208658	0.207913	0.201665	0.200931	0.194313	0.203837	0.203782	0.196265	0.224813	0.294081	0.319578	0.081683	0.163663	0.034933
1.190052	0.101917	0.013333	-0.010167	3.748177	0.243960	0.208580	0.223039	0.201423	0.215969	0.202803	0.209845	0.193906	0.210234	0.208661	0.207915	0.201667	0.200935	0.194315	0.203840	0.203785	0.196269	0.224816	0.294081	0.319585	0.081684	0.168323	0.034972
1.205033	0.101958	0.013417	-0.010125	3.748423	0.243993	0.208702	0.223094	0.201456	0.215987	0.202816	0.209853	0.193912	0.210239	0.208666	0.207919	0.201669	0.200941	0.194318	0.203844	0.203790	0.196279	0.224821	0.294086	0.319594	0.081685	0.173675	0.035011
1.219433	0.102208	0.013417	-0.010292	3.748524	0.244033	0.208828	0.223158	0.201478	0.216004	0.202825	0.209863	0.193917	0.210245	0.208670	0.207922	0.201671	0.200946	0.194322	0.203848	0.203793	0.196288	0.224827	0.294089	0.319596	0.081688	0.179012	0.035043
