[Method]
[General]
Identifier: 	Carrier1mMNaCl pH7 08122013
0.008119	0.098417	0.011000	-0.010417	3.228025	0.257257	0.212832	0.227614	0.202910	0.217264	0.203143	0.210178	0.194076	0.210434	0.208815	0.208059	0.201766	0.201057	0.194378	0.203959	0.203870	0.196427	0.225705	0.304094	0.336643	0.079402	0.177828	0.036754
0.022419	0.098417	0.010833	-0.010333	3.229038	0.257578	0.212761	0.227755	0.202958	0.217311	0.203137	0.210171	0.194066	0.210433	0.208812	0.208052	0.201763	0.201053	0.194374	0.203963	0.203869	0.196435	0.225711	0.304149	0.336670	0.079405	0.177822	0.036735
0.037335	0.098583	0.011083	-0.010333	3.230183	0.257618	0.212615	0.228055	0.202997	0.217391	0.203134	0.210162	0.194058	0.210430	0.208807	0.208046	0.201761	0.201048	0.194369	0.203964	0.203865	0.196432	0.225712	0.304198	0.336672	0.079407	0.177816	0.036710
0.051733	0.098417	0.011125	-0.010500	3.230011	0.257276	0.212453	0.228107	0.203031	0.217437	0.203134	0.210154	0.194054	0.210424	0.208803	0.208040	0.201760	0.201045	0.194365	0.203961	0.203857	0.196423	0.225714	0.304201	0.336640	0.079408	0.177813	0.036683
0.066162	0.098500	0.011333	-0.010417	3.229414	0.256903	0.212337	0.228073	0.203046	0.217468	0.203132	0.210151	0.194051	0.210417	0.208798	0.208037	0.201761	0.201045	0.194363	0.203959	0.203852	0.196416	0.225717	0.304190	0.336596	0.079407	0.177815	0.036654
0.080921	0.098417	0.011250	-0.010417	3.228658	0.256615	0.212301	0.228081	0.203036	0.217477	0.203125	0.210151	0.194045	0.210412	0.208791	0.208034	0.201764	0.201048	0.194363	0.203958	0.203852	0.196411	0.225717	0.304168	0.336556	0.079407	0.177818	0.036622
0.095379	0.098583	0.011083	-0.010583	3.227883	0.256283	0.212300	0.228064	0.203051	0.217436	0.203113	0.210150	0.194036	0.210406	0.208784	0.208030	0.201764	0.201050	0.194364	0.203954	0.203852	0.196402	0.225713	0.304137	0.336539	0.079407	0.177822	0.036596
0.109973	0.098667	0.011250	-0.010333	3.227603	0.255976	0.212425	0.228098	0.203101	0.217421	0.203115	0.210153	0.194028	0.210400	0.208780	0.208028	0.201763	0.201051	0.194367	0.203953	0.203853	0.196397	0.225710	0.304126	0.336545	0.079407	0.177824	0.036573
0.124533	0.098583	0.011167	-0.010500	3.227767	0.255907	0.212552	0.228231	0.203138	0.217487	0.203135	0.210175	0.194030	0.210400	0.208784	0.208033	0.201764	0.201053	0.194371	0.203955	0.203859	0.196403	0.225706	0.304145	0.336583	0.079408	0.177826	0.036542
0.138965	0.098667	0.011250	-0.010417	3.227828	0.255966	0.212664	0.228267	0.203192	0.217587	0.203159	0.210197	0.194036	0.210404	0.208790	0.208036	0.201765	0.201054	0.194374	0.203955	0.203865	0.196413	0.225701	0.304160	0.336625	0.079408	0.177828	0.036484
0.153783	0.098417	0.011000	-0.010375	3.227841	0.256006	0.212690	0.228130	0.203290	0.217617	0.203179	0.210193	0.194037	0.210399	0.208795	0.208038	0.201765	0.201054	0.194372	0.203954	0.203867	0.196420	0.225702	0.304128	0.336640	0.079408	0.177832	0.036411
0.168083	0.098667	0.011333	-0.010500	3.228163	0.256153	0.212779	0.228056	0.203320	0.217580	0.203192	0.210184	0.194034	0.210394	0.208797	0.208038	0.201764	0.201053	0.194370	0.203952	0.203869	0.196426	0.225713	0.304125	0.336668	0.079406	0.177837	0.036347
0.182804	0.098583	0.011083	-0.010500	3.228469	0.256061	0.212807	0.228062	0.203277	0.217531	0.203197	0.210180	0.194029	0.210388	0.208795	0.208039	0.201763	0.201050	0.194370	0.203953	0.203868	0.196427	0.225719	0.304144	0.336701	0.079405	0.177843	0.036295
0.197433	0.098417	0.010917	-0.010333	3.228667	0.255764	0.212822	0.228048	0.203209	0.217471	0.203186	0.210170	0.194027	0.210386	0.208793	0.208036	0.201762	0.201046	0.194369	0.203951	0.203865	0.196423	0.225714	0.304169	0.336717	0.079404	0.177849	0.036263
0.211698	0.098667	0.011167	-0.010583	3.228645	0.255482	0.212666	0.227955	0.203110	0.217404	0.203169	0.210151	0.194022	0.210384	0.208791	0.208032	0.201760	0.201045	0.194368	0.203947	0.203862	0.196415	0.225712	0.304161	0.336729	0.079405	0.177856	0.036247
0.226552	0.098500	0.011167	-0.010500	3.228647	0.255382	0.212480	0.227817	0.203019	0.217353	0.203157	0.210143	0.194020	0.210387	0.208788	0.208029	0.201758	0.201045	0.194367	0.203945	0.203860	0.196405	0.225713	0.304147	0.336737	0.079408	0.177863	0.036240
0.241044	0.098500	0.011250	-0.010500	3.228400	0.255383	0.212372	0.227739	0.202934	0.217322	0.203153	0.210146	0.194016	0.210390	0.208784	0.208025	0.201756	0.201047	0.194366	0.203945	0.203858	0.196398	0.225711	0.304133	0.336723	0.079411	0.177868	0.036240
0.255475	0.098500	0.011083	-0.010417	3.227952	0.255342	0.212449	0.227700	0.202868	0.217312	0.203150	0.210153	0.194012	0.210393	0.208781	0.208021	0.201757	0.201048	0.194367	0.203944	0.203858	0.196397	0.225711	0.304113	0.336678	0.079412	0.177869	0.036246
0.270198	0.098667	0.011000	-0.010333	3.227642	0.255328	0.212478	0.227624	0.202806	0.217287	0.203141	0.210155	0.194010	0.210394	0.208778	0.208017	0.201759	0.201050	0.194368	0.203940	0.203856	0.196396	0.225706	0.304092	0.336627	0.079411	0.177867	0.036263
0.284663	0.098583	0.011292	-0.010583	3.227214	0.255302	0.212379	0.227512	0.202737	0.217238	0.203124	0.210149	0.194005	0.210393	0.208775	0.208014	0.201759	0.201050	0.194368	0.203936	0.203851	0.196391	0.225694	0.304076	0.336576	0.079412	0.177861	0.036286
0.299319	0.098417	0.011083	-0.010333	3.226599	0.255287	0.212222	0.227383	0.202660	0.217178	0.203099	0.210136	0.193994	0.210394	0.208770	0.208010	0.201757	0.201050	0.194367	0.203930	0.203846	0.196388	0.225681	0.304070	0.336522	0.079414	0.177852	0.036316
0.313781	0.098500	0.010917	-0.010333	3.226143	0.255404	0.212144	0.227341	0.202622	0.217152	0.203081	0.210133	0.193986	0.210392	0.208769	0.208009	0.201756	0.201048	0.194366	0.203929	0.203847	0.196390	0.225678	0.304071	0.336492	0.079415	0.177846	0.036352
0.328275	0.098583	0.011167	-0.010500	3.226058	0.255409	0.212095	0.227375	0.202611	0.217141	0.203069	0.210137	0.193982	0.210389	0.208767	0.208011	0.201754	0.201046	0.194368	0.203927	0.203849	0.196390	0.225680	0.304071	0.336458	0.079417	0.177841	0.036394
0.343098	0.098500	0.011083	-0.010667	3.226071	0.255289	0.211970	0.227421	0.202621	0.217144	0.203073	0.210140	0.193985	0.210384	0.208768	0.208011	0.201754	0.201043	0.194369	0.203926	0.203850	0.196382	0.225679	0.304059	0.336432	0.079418	0.177837	0.036438
0.357394	0.098583	0.011125	-0.010333	3.226164	0.255309	0.211954	0.227484	0.202631	0.217186	0.203097	0.210148	0.193994	0.210389	0.208776	0.208013	0.201755	0.201042	0.194372	0.203925	0.203853	0.196379	0.225676	0.304063	0.336436	0.079420	0.177834	0.036477
0.372054	0.098667	0.011083	-0.010417	3.226914	0.255678	0.212204	0.227616	0.202639	0.217278	0.203151	0.210160	0.194004	0.210405	0.208787	0.208026	0.201757	0.201042	0.194375	0.203929	0.203858	0.196383	0.225678	0.304086	0.336498	0.079422	0.177830	0.036516
0.386679	0.098667	0.011417	-0.010417	3.227751	0.255921	0.212738	0.227772	0.202655	0.217307	0.203190	0.210163	0.194006	0.210413	0.208793	0.208036	0.201758	0.201043	0.194376	0.203935	0.203863	0.196390	0.225683	0.304102	0.336545	0.079426	0.177827	0.036551
0.400979	0.098667	0.011000	-0.010667	3.228273	0.255984	0.213302	0.227927	0.202702	0.217311	0.203201	0.210156	0.194004	0.210412	0.208797	0.208034	0.201762	0.201045	0.194375	0.203939	0.203864	0.196399	0.225689	0.304115	0.336557	0.079429	0.177822	0.036580
0.415863	0.098708	0.011417	-0.010333	3.228434	0.255943	0.213518	0.227978	0.202733	0.217307	0.203210	0.210149	0.194006	0.210407	0.208801	0.208030	0.201767	0.201045	0.194373	0.203938	0.203862	0.196403	0.225691	0.304131	0.336549	0.079432	0.177817	0.036604
0.430294	0.098583	0.011167	-0.010500	3.228512	0.255625	0.213287	0.227814	0.202688	0.217259	0.203209	0.210140	0.194004	0.210398	0.208798	0.208026	0.201768	0.201042	0.194369	0.203938	0.203860	0.196399	0.225693	0.304131	0.336526	0.079434	0.177814	0.036613
0.444758	0.098250	0.011167	-0.010417	3.228427	0.255298	0.213098	0.227675	0.202618	0.217196	0.203193	0.210125	0.194001	0.210388	0.208793	0.208022	0.201766	0.201038	0.194365	0.203940	0.203856	0.196394	0.225696	0.304118	0.336500	0.079432	0.177814	0.036618
0.459446	0.098583	0.011000	-0.010333	3.228146	0.255130	0.213221	0.227736	0.202574	0.217166	0.203178	0.210115	0.194002	0.210382	0.208788	0.208019	0.201764	0.201037	0.194365	0.203943	0.203851	0.196388	0.225701	0.304115	0.336487	0.079429	0.177814	0.036626
0.473940	0.098417	0.011083	-0.010500	3.228310	0.255306	0.213707	0.228077	0.202569	0.217231	0.203171	0.210115	0.194008	0.210384	0.208790	0.208017	0.201765	0.201036	0.194368	0.203946	0.203849	0.196385	0.225711	0.304142	0.336496	0.079426	0.177813	0.036637
0.488502	0.098250	0.011167	-0.010417	3.228604	0.255252	0.214036	0.228372	0.202609	0.217303	0.203178	0.210122	0.194015	0.210383	0.208795	0.208016	0.201766	0.201036	0.194370	0.203947	0.203847	0.196381	0.225718	0.304166	0.336496	0.079423	0.177806	0.036650
0.503060	0.098417	0.011000	-0.010333	3.228603	0.255060	0.213953	0.228572	0.202709	0.217294	0.203196	0.210129	0.194018	0.210374	0.208798	0.208012	0.201768	0.201036	0.194369	0.203945	0.203846	0.196378	0.225720	0.304192	0.336484	0.079420	0.177797	0.036666
0.517523	0.098583	0.011167	-0.010333	3.228154	0.254862	0.213819	0.228608	0.202783	0.217270	0.203213	0.210129	0.194020	0.210367	0.208796	0.208008	0.201772	0.201039	0.194367	0.203942	0.203846	0.196375	0.225718	0.304219	0.336467	0.079417	0.177789	0.036683
0.532310	0.098333	0.011167	-0.010500	3.227039	0.254510	0.213386	0.228379	0.202712	0.217191	0.203196	0.210115	0.194016	0.210365	0.208790	0.208005	0.201769	0.201040	0.194367	0.203939	0.203845	0.196373	0.225712	0.304214	0.336429	0.079416	0.177782	0.036695
0.546646	0.098667	0.011167	-0.010542	3.226164	0.254139	0.213000	0.228157	0.202648	0.217120	0.203171	0.210097	0.194012	0.210363	0.208782	0.208002	0.201763	0.201038	0.194367	0.203938	0.203841	0.196371	0.225701	0.304189	0.336381	0.079418	0.177782	0.036697
0.561333	0.098667	0.011417	-0.010500	3.225288	0.253872	0.212707	0.227962	0.202598	0.217080	0.203148	0.210078	0.194009	0.210360	0.208776	0.208000	0.201757	0.201035	0.194368	0.203938	0.203839	0.196371	0.225693	0.304164	0.336335	0.079420	0.177787	0.036694
0.589346	0.098333	0.011333	-0.010417	3.224710	0.254065	0.212506	0.227910	0.202614	0.217085	0.203135	0.210069	0.194014	0.210369	0.208778	0.208008	0.201757	0.201036	0.194374	0.203942	0.203841	0.196382	0.225701	0.304158	0.336372	0.079421	0.177796	0.036680
0.608654	0.098500	0.011000	-0.010417	3.224374	0.254104	0.212333	0.227769	0.202663	0.217095	0.203118	0.210071	0.194009	0.210372	0.208779	0.208013	0.201755	0.201037	0.194374	0.203945	0.203841	0.196380	0.225698	0.304144	0.336377	0.079422	0.177799	0.036675
0.623310	0.098583	0.011250	-0.010667	3.224011	0.254031	0.212238	0.227642	0.202703	0.217085	0.203100	0.210069	0.193999	0.210365	0.208774	0.208012	0.201751	0.201036	0.194369	0.203945	0.203840	0.196374	0.225695	0.304124	0.336357	0.079421	0.177804	0.036677
0.637546	0.098333	0.011167	-0.010583	3.224002	0.253996	0.212225	0.227588	0.202742	0.217073	0.203096	0.210068	0.193991	0.210362	0.208770	0.208011	0.201748	0.201035	0.194365	0.203944	0.203841	0.196371	0.225701	0.304116	0.336343	0.079419	0.177811	0.036682
0.652462	0.098500	0.011083	-0.010500	3.224522	0.254212	0.212248	0.227662	0.202748	0.217120	0.203104	0.210070	0.193989	0.210366	0.208771	0.208011	0.201748	0.201036	0.194366	0.203945	0.203850	0.196371	0.225709	0.304121	0.336370	0.079416	0.177815	0.036690
0.666958	0.098667	0.010917	-0.010417	3.225192	0.254536	0.212354	0.227785	0.202710	0.217179	0.203105	0.210071	0.193991	0.210370	0.208776	0.208011	0.201751	0.201036	0.194370	0.203945	0.203858	0.196374	0.225709	0.304120	0.336393	0.079414	0.177815	0.036700
0.681327	0.098250	0.011250	-0.010500	3.225922	0.254566	0.212560	0.227838	0.202672	0.217222	0.203108	0.210072	0.193995	0.210368	0.208780	0.208010	0.201754	0.201036	0.194374	0.203944	0.203863	0.196376	0.225711	0.304114	0.336394	0.079412	0.177811	0.036712
0.696079	0.098500	0.011083	-0.010500	3.226371	0.254393	0.212591	0.227788	0.202653	0.217234	0.203115	0.210081	0.193999	0.210367	0.208781	0.208012	0.201755	0.201035	0.194373	0.203943	0.203866	0.196377	0.225724	0.304112	0.336381	0.079411	0.177807	0.036724
0.710544	0.098667	0.011083	-0.010583	3.226317	0.254192	0.212379	0.227717	0.202620	0.217221	0.203122	0.210089	0.194000	0.210367	0.208781	0.208015	0.201754	0.201037	0.194372	0.203942	0.203869	0.196376	0.225730	0.304105	0.336362	0.079408	0.177804	0.036737
0.725140	0.098417	0.011250	-0.010333	3.225980	0.254046	0.212241	0.227686	0.202607	0.217218	0.203124	0.210093	0.194005	0.210374	0.208784	0.208017	0.201754	0.201042	0.194373	0.203940	0.203868	0.196379	0.225723	0.304103	0.336346	0.079406	0.177804	0.036751
0.739698	0.098417	0.011083	-0.010333	3.225896	0.253831	0.212279	0.227663	0.202598	0.217195	0.203112	0.210087	0.194015	0.210383	0.208789	0.208016	0.201755	0.201047	0.194375	0.203937	0.203864	0.196378	0.225714	0.304105	0.336344	0.079404	0.177804	0.036764
0.754094	0.098583	0.011042	-0.010333	3.225984	0.253690	0.212392	0.227743	0.202593	0.217165	0.203093	0.210076	0.194022	0.210386	0.208793	0.208015	0.201757	0.201051	0.194376	0.203934	0.203861	0.196380	0.225714	0.304127	0.336376	0.079404	0.177802	0.036776
0.768946	0.098250	0.011250	-0.010583	3.226217	0.253837	0.212414	0.227753	0.202557	0.217126	0.203076	0.210066	0.194019	0.210379	0.208795	0.208016	0.201757	0.201053	0.194372	0.203933	0.203857	0.196383	0.225718	0.304142	0.336397	0.079403	0.177798	0.036787
0.783215	0.098500	0.011208	-0.010667	3.225956	0.254187	0.212350	0.227741	0.202532	0.217103	0.203070	0.210064	0.194015	0.210372	0.208796	0.208018	0.201759	0.201054	0.194369	0.203931	0.203856	0.196389	0.225713	0.304132	0.336412	0.079403	0.177793	0.036800
0.797971	0.098667	0.011417	-0.010500	3.225482	0.254206	0.212259	0.227681	0.202499	0.217067	0.203067	0.210062	0.194013	0.210367	0.208794	0.208018	0.201761	0.201051	0.194366	0.203927	0.203856	0.196393	0.225702	0.304110	0.336415	0.079404	0.177788	0.036813
0.812592	0.098667	0.011292	-0.010417	3.225251	0.254099	0.212273	0.227624	0.202466	0.217029	0.203054	0.210052	0.194010	0.210360	0.208787	0.208014	0.201761	0.201043	0.194366	0.203921	0.203856	0.196397	0.225698	0.304098	0.336419	0.079406	0.177783	0.036826
0.826796	0.098583	0.011250	-0.010417	3.225597	0.254347	0.212394	0.227603	0.202427	0.217057	0.203048	0.210052	0.194006	0.210359	0.208783	0.208012	0.201762	0.201039	0.194369	0.203919	0.203858	0.196401	0.225708	0.304116	0.336417	0.079408	0.177776	0.036838
0.841748	0.098500	0.010833	-0.010500	3.226000	0.254769	0.212482	0.227603	0.202391	0.217162	0.203046	0.210054	0.194003	0.210361	0.208782	0.208012	0.201762	0.201038	0.194371	0.203921	0.203859	0.196403	0.225729	0.304146	0.336411	0.079410	0.177768	0.036851
0.856210	0.098417	0.011250	-0.010750	3.225969	0.254809	0.212432	0.227593	0.202386	0.217170	0.203047	0.210050	0.194002	0.210360	0.208783	0.208014	0.201762	0.201037	0.194372	0.203924	0.203860	0.196399	0.225735	0.304166	0.336419	0.079411	0.177758	0.036862
0.870575	0.098417	0.011167	-0.010833	3.226020	0.254503	0.212363	0.227513	0.202404	0.217123	0.203047	0.210039	0.194003	0.210354	0.208783	0.208012	0.201759	0.201036	0.194371	0.203924	0.203859	0.196391	0.225733	0.304163	0.336421	0.079410	0.177749	0.036872
0.885394	0.098417	0.011250	-0.010333	3.226399	0.254296	0.212400	0.227459	0.202459	0.217094	0.203063	0.210030	0.194009	0.210352	0.208782	0.208012	0.201758	0.201037	0.194370	0.203924	0.203856	0.196388	0.225727	0.304166	0.336413	0.079408	0.177743	0.036881
0.899792	0.098333	0.011000	-0.010500	3.227015	0.254278	0.212453	0.227430	0.202520	0.217078	0.203077	0.210032	0.194014	0.210354	0.208786	0.208013	0.201759	0.201039	0.194369	0.203924	0.203853	0.196391	0.225724	0.304187	0.336418	0.079407	0.177742	0.036888
0.914481	0.098333	0.010958	-0.010500	3.227844	0.254508	0.212671	0.227525	0.202620	0.217079	0.203097	0.210047	0.194020	0.210358	0.208795	0.208016	0.201766	0.201044	0.194372	0.203927	0.203854	0.196406	0.225734	0.304226	0.336475	0.079406	0.177744	0.036895
0.928910	0.098417	0.010750	-0.010583	3.228739	0.254705	0.212935	0.227664	0.202650	0.217083	0.203122	0.210057	0.194028	0.210366	0.208807	0.208019	0.201774	0.201051	0.194376	0.203932	0.203859	0.196417	0.225753	0.304244	0.336519	0.079407	0.177746	0.036902
0.943442	0.098500	0.011000	-0.010500	3.228824	0.254610	0.213062	0.227656	0.202609	0.217085	0.203145	0.210056	0.194032	0.210372	0.208811	0.208021	0.201777	0.201054	0.194377	0.203936	0.203859	0.196421	0.225761	0.304230	0.336501	0.079408	0.177746	0.036906
0.958258	0.098667	0.011167	-0.010667	3.227856	0.254196	0.212851	0.227470	0.202528	0.217043	0.203144	0.210047	0.194030	0.210374	0.208811	0.208018	0.201775	0.201051	0.194376	0.203940	0.203852	0.196418	0.225750	0.304220	0.336449	0.079408	0.177745	0.036909
0.972527	0.098333	0.011167	-0.010417	3.226946	0.253913	0.212591	0.227329	0.202475	0.217007	0.203135	0.210038	0.194025	0.210372	0.208806	0.208013	0.201773	0.201048	0.194374	0.203939	0.203848	0.196413	0.225738	0.304218	0.336404	0.079407	0.177744	0.036912
0.987250	0.098583	0.011292	-0.010583	3.226560	0.253799	0.212520	0.227265	0.202514	0.216981	0.203127	0.210028	0.194019	0.210372	0.208801	0.208009	0.201772	0.201045	0.194374	0.203937	0.203847	0.196414	0.225733	0.304216	0.336370	0.079408	0.177742	0.036919
1.001842	0.098667	0.011083	-0.010583	3.226727	0.253823	0.212364	0.227275	0.202571	0.216970	0.203121	0.210020	0.194011	0.210368	0.208796	0.208009	0.201770	0.201042	0.194373	0.203934	0.203846	0.196415	0.225733	0.304201	0.336337	0.079410	0.177740	0.036932
1.016142	0.099000	0.011250	-0.010500	3.227520	0.253926	0.212346	0.227372	0.202666	0.216972	0.203114	0.210020	0.194006	0.210368	0.208794	0.208010	0.201766	0.201041	0.194371	0.203931	0.203847	0.196412	0.225730	0.304194	0.336312	0.079411	0.177742	0.036957
1.031025	0.099625	0.011167	-0.010333	3.228682	0.253899	0.212665	0.227376	0.202735	0.216982	0.203113	0.210022	0.194004	0.210368	0.208793	0.208011	0.201763	0.201039	0.194369	0.203930	0.203847	0.196406	0.225727	0.304201	0.336274	0.079411	0.177766	0.037010
1.045458	0.101333	0.011083	-0.010500	3.229518	0.253830	0.212825	0.227275	0.202756	0.217000	0.203117	0.210021	0.194004	0.210366	0.208789	0.208010	0.201761	0.201036	0.194367	0.203928	0.203846	0.196397	0.225723	0.304189	0.336237	0.079410	0.177864	0.037073
1.059952	0.103583	0.011333	-0.010583	3.229561	0.253817	0.212974	0.227165	0.202759	0.217014	0.203124	0.210022	0.194009	0.210364	0.208784	0.208009	0.201761	0.201035	0.194366	0.203927	0.203844	0.196389	0.225714	0.304171	0.336217	0.079409	0.178121	0.037136
1.074675	0.106250	0.011000	-0.010333	3.229576	0.253724	0.212903	0.227060	0.202736	0.217017	0.203129	0.210031	0.194018	0.210364	0.208783	0.208007	0.201762	0.201036	0.194364	0.203926	0.203843	0.196386	0.225703	0.304167	0.336198	0.079409	0.178669	0.037198
1.089104	0.109458	0.011083	-0.010333	3.229752	0.253853	0.212855	0.226991	0.202724	0.217037	0.203140	0.210043	0.194019	0.210365	0.208781	0.208006	0.201764	0.201038	0.194366	0.203926	0.203845	0.196392	0.225702	0.304186	0.336200	0.079409	0.179567	0.037246
1.103760	0.112333	0.011083	-0.010583	3.229645	0.253872	0.212671	0.226895	0.202645	0.217013	0.203137	0.210041	0.194008	0.210360	0.208775	0.208002	0.201761	0.201036	0.194367	0.203923	0.203845	0.196399	0.225700	0.304194	0.336207	0.079410	0.180951	0.037286
1.127356	0.116667	0.011167	-0.010667	3.230092	0.253932	0.212519	0.226902	0.202545	0.216965	0.203125	0.210040	0.193998	0.210356	0.208768	0.207999	0.201753	0.201031	0.194364	0.203920	0.203842	0.196399	0.225693	0.304196	0.336225	0.079411	0.184294	0.037323
1.150985	0.120375	0.011042	-0.010583	3.230559	0.254321	0.212459	0.226957	0.202554	0.216946	0.203118	0.210046	0.193998	0.210362	0.208766	0.208002	0.201750	0.201030	0.194362	0.203923	0.203843	0.196398	0.225700	0.304223	0.336231	0.079414	0.188347	0.037342
1.165575	0.121958	0.011125	-0.010583	3.230642	0.254805	0.212664	0.227000	0.202663	0.217008	0.203119	0.210056	0.194005	0.210376	0.208769	0.208006	0.201754	0.201031	0.194363	0.203930	0.203848	0.196398	0.225711	0.304253	0.336249	0.079416	0.191074	0.037342
1.179973	0.123375	0.011167	-0.010667	3.230674	0.255194	0.213156	0.227156	0.202789	0.217146	0.203132	0.210073	0.194024	0.210395	0.208777	0.208010	0.201764	0.201038	0.194371	0.203937	0.203856	0.196404	0.225714	0.304282	0.336257	0.079419	0.193888	0.037336
1.194858	0.124625	0.011417	-0.010583	3.230846	0.255418	0.213584	0.227478	0.202916	0.217239	0.203166	0.210086	0.194042	0.210413	0.208789	0.208015	0.201781	0.201053	0.194385	0.203943	0.203865	0.196415	0.225718	0.304316	0.336263	0.079424	0.196966	0.037326
1.209096	0.126083	0.011875	-0.010583	3.230626	0.255643	0.213597	0.227684	0.203035	0.217299	0.203242	0.210107	0.194064	0.210454	0.208805	0.208029	0.201803	0.201073	0.194407	0.203958	0.203877	0.196430	0.225736	0.304358	0.336275	0.079433	0.199771	0.037310
1.223815	0.127125	0.012750	-0.010583	3.231396	0.256204	0.213575	0.227920	0.203205	0.217363	0.203332	0.210164	0.194094	0.210517	0.208828	0.208064	0.201830	0.201101	0.194436	0.203990	0.203898	0.196461	0.225771	0.304412	0.336324	0.079457	0.202580	0.037289
