[Method]
[General]
Identifier: 	Carrier1mMNaCl pH7 08122013
0.020669	0.100167	0.013917	0.022917	3.568342	0.243133	0.207977	0.221571	0.201181	0.215579	0.202710	0.209785	0.193850	0.210216	0.208641	0.207894	0.201654	0.200921	0.194283	0.203800	0.203711	0.196179	0.225528	0.308488	0.312564	0.082364	0.172966	0.034425
0.035127	0.100042	0.014125	0.022833	3.568358	0.243133	0.207977	0.221571	0.201182	0.215577	0.202709	0.209785	0.193850	0.210217	0.208642	0.207894	0.201654	0.200921	0.194283	0.203800	0.203711	0.196179	0.225529	0.308487	0.312565	0.082361	0.172942	0.034430
0.049529	0.100000	0.014250	0.022708	3.568371	0.243133	0.207976	0.221571	0.201182	0.215577	0.202708	0.209786	0.193850	0.210217	0.208641	0.207894	0.201654	0.200921	0.194283	0.203799	0.203711	0.196179	0.225529	0.308486	0.312566	0.082359	0.172885	0.034429
0.064248	0.100042	0.014125	0.022500	3.568377	0.243134	0.207975	0.221571	0.201183	0.215577	0.202709	0.209785	0.193850	0.210217	0.208642	0.207894	0.201655	0.200921	0.194283	0.203799	0.203712	0.196179	0.225528	0.308485	0.312566	0.082356	0.172833	0.034421
0.078777	0.100125	0.014000	0.022500	3.568354	0.243134	0.207974	0.221570	0.201182	0.215577	0.202710	0.209783	0.193849	0.210218	0.208643	0.207894	0.201655	0.200921	0.194283	0.203799	0.203712	0.196179	0.225527	0.308485	0.312565	0.082353	0.172828	0.034412
0.093306	0.100042	0.013875	0.022833	3.568315	0.243133	0.207973	0.221570	0.201181	0.215578	0.202709	0.209782	0.193848	0.210218	0.208643	0.207894	0.201655	0.200921	0.194283	0.203799	0.203713	0.196178	0.225527	0.308486	0.312563	0.082352	0.172888	0.034404
0.107898	0.100042	0.014083	0.022792	3.568311	0.243129	0.207974	0.221570	0.201180	0.215579	0.202707	0.209782	0.193847	0.210217	0.208642	0.207894	0.201656	0.200921	0.194283	0.203798	0.203713	0.196176	0.225527	0.308492	0.312563	0.082351	0.172975	0.034402
0.122325	0.100083	0.013958	0.022708	3.568327	0.243126	0.207975	0.221570	0.201180	0.215582	0.202707	0.209782	0.193846	0.210217	0.208642	0.207894	0.201657	0.200921	0.194283	0.203797	0.203714	0.196176	0.225528	0.308498	0.312563	0.082350	0.173059	0.034400
0.137146	0.100000	0.014083	0.022333	3.568346	0.243125	0.207977	0.221571	0.201180	0.215583	0.202706	0.209782	0.193845	0.210217	0.208641	0.207895	0.201658	0.200922	0.194284	0.203796	0.203715	0.196176	0.225529	0.308502	0.312563	0.082351	0.173126	0.034383
0.151446	0.100083	0.014042	0.022375	3.568337	0.243126	0.207977	0.221573	0.201181	0.215582	0.202707	0.209782	0.193844	0.210216	0.208641	0.207895	0.201658	0.200921	0.194284	0.203796	0.203715	0.196176	0.225530	0.308503	0.312564	0.082351	0.173169	0.034345
0.166138	0.100167	0.014083	0.021917	3.568319	0.243126	0.207977	0.221573	0.201181	0.215580	0.202707	0.209782	0.193844	0.210216	0.208640	0.207895	0.201658	0.200920	0.194285	0.203797	0.203716	0.196176	0.225531	0.308503	0.312564	0.082352	0.173212	0.034304
0.180758	0.100208	0.014292	0.022333	3.568296	0.243127	0.207978	0.221572	0.201181	0.215577	0.202707	0.209781	0.193843	0.210216	0.208640	0.207894	0.201657	0.200920	0.194286	0.203797	0.203716	0.196175	0.225531	0.308502	0.312564	0.082352	0.173274	0.034267
0.195029	0.100083	0.014125	0.022542	3.568280	0.243126	0.207979	0.221572	0.201181	0.215575	0.202706	0.209780	0.193843	0.210216	0.208640	0.207893	0.201657	0.200920	0.194286	0.203798	0.203716	0.196175	0.225532	0.308502	0.312565	0.082353	0.173347	0.034242
0.209915	0.100042	0.014042	0.022667	3.568265	0.243126	0.207979	0.221573	0.201182	0.215575	0.202706	0.209779	0.193842	0.210215	0.208639	0.207893	0.201657	0.200920	0.194286	0.203798	0.203716	0.196175	0.225533	0.308500	0.312566	0.082353	0.173435	0.034223
0.224442	0.100000	0.014125	0.022500	3.568244	0.243125	0.207980	0.221573	0.201183	0.215574	0.202706	0.209779	0.193841	0.210216	0.208639	0.207894	0.201657	0.200919	0.194286	0.203798	0.203715	0.196176	0.225534	0.308498	0.312566	0.082354	0.173504	0.034217
0.238806	0.100000	0.014083	0.022625	3.568219	0.243125	0.207981	0.221573	0.201184	0.215573	0.202706	0.209780	0.193841	0.210217	0.208640	0.207893	0.201657	0.200918	0.194287	0.203798	0.203715	0.196176	0.225534	0.308498	0.312567	0.082355	0.173545	0.034217
0.253527	0.100000	0.014167	0.022667	3.568191	0.243126	0.207983	0.221573	0.201183	0.215572	0.202707	0.209781	0.193841	0.210218	0.208641	0.207893	0.201657	0.200917	0.194288	0.203798	0.203714	0.196176	0.225533	0.308498	0.312567	0.082355	0.173571	0.034222
0.267992	0.100083	0.014000	0.022750	3.568146	0.243128	0.207983	0.221573	0.201182	0.215572	0.202707	0.209782	0.193840	0.210219	0.208642	0.207894	0.201657	0.200917	0.194287	0.203799	0.203714	0.196176	0.225534	0.308497	0.312564	0.082355	0.173590	0.034233
0.282617	0.100042	0.014125	0.022625	3.568095	0.243129	0.207983	0.221574	0.201181	0.215571	0.202706	0.209781	0.193840	0.210219	0.208642	0.207895	0.201658	0.200917	0.194286	0.203799	0.203712	0.196177	0.225536	0.308495	0.312560	0.082355	0.173591	0.034253
0.297175	0.100083	0.014125	0.022375	3.568053	0.243129	0.207981	0.221575	0.201181	0.215570	0.202705	0.209780	0.193842	0.210219	0.208641	0.207896	0.201658	0.200916	0.194285	0.203799	0.203711	0.196176	0.225538	0.308494	0.312558	0.082353	0.173554	0.034282
0.311573	0.100083	0.014125	0.022583	3.568013	0.243130	0.207979	0.221576	0.201180	0.215570	0.202705	0.209781	0.193843	0.210219	0.208640	0.207898	0.201658	0.200916	0.194285	0.203800	0.203710	0.196175	0.225539	0.308494	0.312556	0.082353	0.173480	0.034321
0.326427	0.100000	0.014125	0.022667	3.567960	0.243132	0.207979	0.221577	0.201178	0.215570	0.202704	0.209781	0.193845	0.210218	0.208640	0.207898	0.201658	0.200915	0.194285	0.203799	0.203709	0.196174	0.225537	0.308495	0.312555	0.082353	0.173375	0.034370
0.340760	0.100042	0.014042	0.022750	3.567923	0.243133	0.207980	0.221578	0.201177	0.215571	0.202703	0.209781	0.193846	0.210218	0.208640	0.207899	0.201657	0.200915	0.194284	0.203799	0.203709	0.196174	0.225536	0.308495	0.312554	0.082354	0.173277	0.034417
0.355415	0.100167	0.014125	0.022750	3.567895	0.243134	0.207981	0.221580	0.201177	0.215572	0.202704	0.209781	0.193847	0.210218	0.208640	0.207899	0.201657	0.200915	0.194284	0.203800	0.203708	0.196175	0.225536	0.308496	0.312553	0.082355	0.173164	0.034468
0.370073	0.100042	0.014167	0.022667	3.567867	0.243134	0.207982	0.221581	0.201178	0.215573	0.202705	0.209782	0.193847	0.210216	0.208640	0.207900	0.201658	0.200915	0.194284	0.203801	0.203708	0.196174	0.225537	0.308495	0.312551	0.082355	0.173013	0.034521
0.384342	0.100125	0.014125	0.022792	3.567837	0.243133	0.207981	0.221582	0.201179	0.215573	0.202707	0.209783	0.193847	0.210215	0.208641	0.207899	0.201658	0.200915	0.194284	0.203801	0.203708	0.196174	0.225537	0.308494	0.312548	0.082355	0.172824	0.034566
0.399194	0.100083	0.014083	0.022583	3.567801	0.243130	0.207981	0.221581	0.201181	0.215574	0.202707	0.209782	0.193846	0.210216	0.208642	0.207899	0.201657	0.200914	0.194284	0.203800	0.203708	0.196173	0.225537	0.308495	0.312546	0.082353	0.172617	0.034614
0.413690	0.100125	0.014125	0.022667	3.567758	0.243126	0.207980	0.221580	0.201182	0.215575	0.202706	0.209781	0.193845	0.210217	0.208642	0.207898	0.201656	0.200914	0.194284	0.203798	0.203708	0.196174	0.225537	0.308496	0.312543	0.082353	0.172455	0.034652
0.428119	0.100042	0.014042	0.022667	3.567725	0.243123	0.207981	0.221579	0.201180	0.215575	0.202706	0.209782	0.193843	0.210217	0.208642	0.207897	0.201654	0.200915	0.194284	0.203797	0.203708	0.196174	0.225537	0.308494	0.312540	0.082351	0.172350	0.034682
0.442808	0.100000	0.014042	0.022667	3.567706	0.243122	0.207981	0.221579	0.201178	0.215573	0.202706	0.209782	0.193843	0.210217	0.208642	0.207897	0.201654	0.200915	0.194284	0.203798	0.203708	0.196175	0.225538	0.308494	0.312541	0.082350	0.172321	0.034705
0.457273	0.100125	0.014042	0.022625	3.567690	0.243122	0.207980	0.221579	0.201177	0.215571	0.202707	0.209781	0.193842	0.210218	0.208642	0.207897	0.201655	0.200916	0.194283	0.203799	0.203708	0.196176	0.225538	0.308495	0.312542	0.082349	0.172356	0.034723
0.471929	0.100000	0.014125	0.022708	3.567658	0.243123	0.207980	0.221578	0.201177	0.215569	0.202707	0.209782	0.193843	0.210218	0.208643	0.207898	0.201655	0.200917	0.194281	0.203800	0.203709	0.196176	0.225539	0.308494	0.312540	0.082350	0.172422	0.034739
0.486390	0.100042	0.014125	0.022875	3.567617	0.243122	0.207980	0.221577	0.201177	0.215569	0.202708	0.209783	0.193844	0.210218	0.208644	0.207898	0.201656	0.200918	0.194282	0.203801	0.203711	0.196176	0.225540	0.308492	0.312538	0.082350	0.172489	0.034753
0.500952	0.100125	0.014083	0.023000	3.567571	0.243121	0.207979	0.221576	0.201178	0.215570	0.202707	0.209785	0.193846	0.210216	0.208645	0.207898	0.201656	0.200919	0.194283	0.203801	0.203711	0.196177	0.225541	0.308492	0.312536	0.082350	0.172536	0.034774
0.515737	0.100167	0.014000	0.022917	3.567521	0.243121	0.207979	0.221575	0.201178	0.215570	0.202706	0.209787	0.193846	0.210216	0.208645	0.207897	0.201655	0.200919	0.194283	0.203802	0.203711	0.196178	0.225541	0.308491	0.312535	0.082349	0.172552	0.034810
0.530008	0.100125	0.014167	0.022667	3.567501	0.243122	0.207978	0.221576	0.201179	0.215569	0.202706	0.209788	0.193847	0.210216	0.208644	0.207896	0.201655	0.200919	0.194283	0.203803	0.203711	0.196178	0.225542	0.308488	0.312534	0.082349	0.172547	0.034853
0.544731	0.100125	0.014042	0.022625	3.567502	0.243124	0.207978	0.221577	0.201180	0.215568	0.202705	0.209789	0.193847	0.210215	0.208644	0.207895	0.201655	0.200919	0.194283	0.203803	0.203711	0.196179	0.225542	0.308485	0.312533	0.082349	0.172520	0.034896
0.559321	0.100000	0.014125	0.022875	3.567507	0.243126	0.207978	0.221578	0.201181	0.215567	0.202705	0.209788	0.193847	0.210214	0.208644	0.207894	0.201656	0.200920	0.194284	0.203803	0.203712	0.196179	0.225541	0.308482	0.312533	0.082350	0.172452	0.034927
0.573621	0.100083	0.014042	0.022750	3.567513	0.243127	0.207977	0.221579	0.201183	0.215565	0.202706	0.209788	0.193847	0.210213	0.208644	0.207894	0.201656	0.200921	0.194284	0.203804	0.203713	0.196179	0.225539	0.308481	0.312534	0.082349	0.172376	0.034943
0.588540	0.100083	0.014125	0.022750	3.567533	0.243127	0.207977	0.221579	0.201183	0.215564	0.202706	0.209790	0.193848	0.210212	0.208645	0.207895	0.201655	0.200921	0.194286	0.203803	0.203713	0.196179	0.225538	0.308479	0.312534	0.082349	0.172299	0.034950
0.602938	0.100167	0.014208	0.022708	3.567567	0.243128	0.207975	0.221578	0.201184	0.215563	0.202706	0.209789	0.193850	0.210213	0.208646	0.207896	0.201655	0.200920	0.194287	0.203802	0.203714	0.196179	0.225538	0.308476	0.312535	0.082348	0.172234	0.034949
0.617398	0.100083	0.014125	0.022750	3.567602	0.243131	0.207975	0.221578	0.201183	0.215563	0.202706	0.209789	0.193851	0.210214	0.208646	0.207897	0.201655	0.200919	0.194287	0.203802	0.203713	0.196178	0.225538	0.308474	0.312537	0.082348	0.172181	0.034940
0.632090	0.100083	0.014292	0.022417	3.567632	0.243133	0.207975	0.221579	0.201183	0.215563	0.202706	0.209787	0.193851	0.210214	0.208645	0.207897	0.201655	0.200917	0.194287	0.203802	0.203711	0.196178	0.225537	0.308475	0.312541	0.082347	0.172162	0.034923
0.664785	0.100042	0.014042	0.022417	3.567681	0.243136	0.207977	0.221580	0.201180	0.215562	0.202705	0.209786	0.193853	0.210214	0.208641	0.207897	0.201655	0.200918	0.194286	0.203802	0.203709	0.196176	0.225535	0.308481	0.312548	0.082349	0.172226	0.034861
0.679475	0.100083	0.014292	0.022583	3.567698	0.243136	0.207979	0.221581	0.201180	0.215562	0.202705	0.209787	0.193853	0.210215	0.208640	0.207897	0.201654	0.200918	0.194286	0.203803	0.203709	0.196175	0.225535	0.308484	0.312553	0.082348	0.172295	0.034828
0.693873	0.100083	0.014125	0.023083	3.567713	0.243134	0.207980	0.221582	0.201180	0.215563	0.202705	0.209786	0.193852	0.210215	0.208640	0.207897	0.201654	0.200918	0.194285	0.203804	0.203709	0.196174	0.225535	0.308484	0.312557	0.082347	0.172399	0.034789
0.708527	0.100167	0.014083	0.023375	3.567729	0.243133	0.207979	0.221581	0.201180	0.215564	0.202705	0.209785	0.193851	0.210215	0.208640	0.207897	0.201654	0.200918	0.194285	0.203804	0.203710	0.196175	0.225533	0.308485	0.312560	0.082347	0.172505	0.034747
0.723023	0.100042	0.014042	0.023167	3.567747	0.243131	0.207978	0.221581	0.201181	0.215564	0.202705	0.209783	0.193850	0.210215	0.208640	0.207895	0.201653	0.200918	0.194284	0.203804	0.203710	0.196175	0.225533	0.308487	0.312561	0.082346	0.172584	0.034706
0.737490	0.100167	0.013958	0.023000	3.567761	0.243130	0.207978	0.221581	0.201183	0.215563	0.202706	0.209782	0.193849	0.210216	0.208640	0.207894	0.201653	0.200918	0.194285	0.203804	0.203711	0.196175	0.225534	0.308490	0.312562	0.082346	0.172637	0.034667
0.752337	0.100042	0.014083	0.022833	3.567772	0.243129	0.207977	0.221581	0.201185	0.215562	0.202706	0.209782	0.193847	0.210217	0.208640	0.207893	0.201654	0.200916	0.194286	0.203803	0.203712	0.196174	0.225534	0.308494	0.312563	0.082346	0.172659	0.034624
0.766575	0.100000	0.014000	0.023000	3.567798	0.243130	0.207977	0.221580	0.201185	0.215561	0.202706	0.209782	0.193846	0.210218	0.208640	0.207892	0.201654	0.200915	0.194286	0.203803	0.203714	0.196173	0.225535	0.308497	0.312563	0.082345	0.172659	0.034587
0.781363	0.100083	0.014167	0.022667	3.567831	0.243129	0.207977	0.221578	0.201185	0.215561	0.202706	0.209784	0.193846	0.210218	0.208642	0.207893	0.201653	0.200914	0.194285	0.203802	0.203715	0.196173	0.225535	0.308499	0.312565	0.082345	0.172660	0.034549
0.795956	0.100042	0.014125	0.022333	3.567853	0.243126	0.207977	0.221578	0.201185	0.215562	0.202705	0.209784	0.193845	0.210219	0.208643	0.207893	0.201653	0.200914	0.194285	0.203801	0.203716	0.196174	0.225536	0.308502	0.312567	0.082345	0.172703	0.034514
0.810190	0.100125	0.014250	0.022333	3.567872	0.243123	0.207976	0.221579	0.201185	0.215562	0.202706	0.209783	0.193845	0.210220	0.208644	0.207894	0.201653	0.200913	0.194286	0.203799	0.203716	0.196173	0.225536	0.308503	0.312569	0.082345	0.172789	0.034482
0.825171	0.100083	0.014167	0.022500	3.567889	0.243122	0.207975	0.221580	0.201185	0.215564	0.202706	0.209783	0.193844	0.210220	0.208646	0.207894	0.201654	0.200913	0.194287	0.203799	0.203716	0.196173	0.225536	0.308504	0.312571	0.082345	0.172878	0.034448
0.839569	0.099958	0.014250	0.022625	3.567894	0.243121	0.207974	0.221580	0.201184	0.215565	0.202706	0.209783	0.193845	0.210218	0.208646	0.207894	0.201654	0.200912	0.194286	0.203798	0.203715	0.196173	0.225536	0.308504	0.312572	0.082345	0.172917	0.034417
0.854000	0.100042	0.014042	0.022667	3.567891	0.243117	0.207976	0.221580	0.201184	0.215566	0.202706	0.209784	0.193845	0.210218	0.208644	0.207893	0.201654	0.200913	0.194286	0.203798	0.203715	0.196173	0.225537	0.308506	0.312571	0.082345	0.172938	0.034385
0.868721	0.100042	0.014208	0.022833	3.567896	0.243111	0.207977	0.221579	0.201184	0.215566	0.202705	0.209785	0.193846	0.210219	0.208643	0.207893	0.201655	0.200914	0.194285	0.203799	0.203714	0.196172	0.225537	0.308509	0.312571	0.082345	0.172967	0.034355
0.883183	0.100083	0.014042	0.022750	3.567927	0.243105	0.207979	0.221580	0.201185	0.215565	0.202705	0.209784	0.193846	0.210220	0.208642	0.207893	0.201655	0.200916	0.194285	0.203799	0.203715	0.196172	0.225537	0.308513	0.312573	0.082345	0.173030	0.034323
0.897808	0.100125	0.014167	0.022750	3.567985	0.243102	0.207980	0.221581	0.201185	0.215565	0.202705	0.209783	0.193846	0.210220	0.208641	0.207893	0.201656	0.200918	0.194285	0.203799	0.203715	0.196171	0.225536	0.308516	0.312575	0.082344	0.173099	0.034293
0.912306	0.100125	0.014042	0.022417	3.568034	0.243102	0.207982	0.221582	0.201186	0.215564	0.202705	0.209783	0.193846	0.210221	0.208641	0.207893	0.201657	0.200918	0.194286	0.203799	0.203717	0.196170	0.225536	0.308518	0.312579	0.082344	0.173129	0.034264
0.926831	0.100083	0.014125	0.022333	3.568041	0.243104	0.207982	0.221583	0.201187	0.215564	0.202706	0.209782	0.193845	0.210221	0.208641	0.207894	0.201657	0.200919	0.194286	0.203799	0.203718	0.196170	0.225536	0.308518	0.312580	0.082344	0.173141	0.034237
0.941619	0.100042	0.014167	0.022458	3.568026	0.243107	0.207981	0.221583	0.201185	0.215564	0.202707	0.209782	0.193845	0.210220	0.208641	0.207895	0.201657	0.200919	0.194286	0.203800	0.203718	0.196170	0.225536	0.308513	0.312581	0.082344	0.173154	0.034213
0.955854	0.100208	0.014167	0.022667	3.568021	0.243109	0.207981	0.221583	0.201184	0.215565	0.202708	0.209782	0.193846	0.210219	0.208640	0.207895	0.201656	0.200919	0.194286	0.203799	0.203718	0.196171	0.225537	0.308510	0.312581	0.082343	0.173169	0.034203
0.970642	0.100000	0.013833	0.022833	3.568018	0.243112	0.207981	0.221583	0.201182	0.215565	0.202708	0.209782	0.193847	0.210218	0.208639	0.207897	0.201655	0.200920	0.194287	0.203799	0.203719	0.196172	0.225537	0.308509	0.312580	0.082342	0.173172	0.034216
0.985233	0.100083	0.014208	0.022750	3.568019	0.243113	0.207980	0.221583	0.201180	0.215565	0.202708	0.209782	0.193847	0.210218	0.208638	0.207898	0.201655	0.200920	0.194287	0.203798	0.203719	0.196172	0.225537	0.308508	0.312578	0.082341	0.173168	0.034258
0.999502	0.100083	0.014125	0.022500	3.568029	0.243113	0.207980	0.221582	0.201179	0.215564	0.202707	0.209782	0.193847	0.210217	0.208638	0.207898	0.201655	0.200920	0.194288	0.203798	0.203719	0.196171	0.225537	0.308508	0.312577	0.082342	0.173169	0.034309
1.014388	0.100292	0.013917	0.022792	3.568045	0.243115	0.207979	0.221583	0.201179	0.215564	0.202707	0.209782	0.193847	0.210217	0.208640	0.207899	0.201655	0.200919	0.194288	0.203797	0.203718	0.196172	0.225537	0.308508	0.312579	0.082342	0.173186	0.034356
1.028817	0.100167	0.014208	0.022750	3.568053	0.243116	0.207980	0.221583	0.201180	0.215565	0.202707	0.209782	0.193847	0.210218	0.208641	0.207899	0.201655	0.200919	0.194288	0.203798	0.203717	0.196172	0.225537	0.308507	0.312580	0.082343	0.173239	0.034387
1.043310	0.100333	0.014292	0.022500	3.568058	0.243117	0.207981	0.221582	0.201180	0.215564	0.202708	0.209782	0.193847	0.210220	0.208641	0.207898	0.201654	0.200919	0.194288	0.203798	0.203716	0.196171	0.225536	0.308506	0.312581	0.082343	0.173353	0.034404
1.058002	0.100333	0.014000	0.022458	3.568060	0.243117	0.207983	0.221582	0.201180	0.215563	0.202709	0.209780	0.193847	0.210221	0.208642	0.207898	0.201654	0.200919	0.194289	0.203797	0.203715	0.196171	0.225535	0.308505	0.312582	0.082344	0.173596	0.034410
1.072431	0.100333	0.014208	0.022500	3.568060	0.243115	0.207984	0.221581	0.201180	0.215562	0.202710	0.209779	0.193845	0.210221	0.208643	0.207898	0.201653	0.200918	0.194289	0.203796	0.203715	0.196172	0.225535	0.308505	0.312581	0.082344	0.174024	0.034406
1.087123	0.100417	0.014167	0.022792	3.568064	0.243114	0.207983	0.221580	0.201181	0.215561	0.202710	0.209778	0.193843	0.210221	0.208644	0.207897	0.201653	0.200918	0.194290	0.203795	0.203715	0.196172	0.225536	0.308503	0.312581	0.082344	0.174699	0.034394
1.101586	0.100375	0.014042	0.023000	3.568072	0.243115	0.207981	0.221579	0.201181	0.215561	0.202709	0.209778	0.193842	0.210221	0.208643	0.207897	0.201653	0.200918	0.194290	0.203795	0.203716	0.196174	0.225538	0.308501	0.312581	0.082345	0.175570	0.034374
1.116077	0.100583	0.014167	0.022833	3.568072	0.243117	0.207982	0.221580	0.201182	0.215560	0.202709	0.209779	0.193843	0.210221	0.208642	0.207897	0.201653	0.200917	0.194290	0.203796	0.203717	0.196175	0.225540	0.308501	0.312579	0.082346	0.176634	0.034350
1.130931	0.100583	0.014375	0.022750	3.568051	0.243119	0.207985	0.221582	0.201184	0.215561	0.202710	0.209780	0.193843	0.210220	0.208642	0.207897	0.201653	0.200915	0.194289	0.203797	0.203718	0.196176	0.225543	0.308501	0.312577	0.082351	0.178014	0.034322
1.145167	0.100833	0.014208	0.022792	3.568015	0.243121	0.207987	0.221584	0.201185	0.215562	0.202711	0.209780	0.193844	0.210220	0.208642	0.207896	0.201654	0.200915	0.194288	0.203798	0.203719	0.196177	0.225545	0.308499	0.312576	0.082355	0.179453	0.034295
1.159921	0.101000	0.014250	0.023292	3.567966	0.243124	0.207988	0.221586	0.201187	0.215564	0.202712	0.209781	0.193845	0.210222	0.208643	0.207897	0.201656	0.200916	0.194288	0.203799	0.203719	0.196178	0.225546	0.308495	0.312577	0.082359	0.181024	0.034260
1.174450	0.101000	0.014125	0.023458	3.567918	0.243128	0.207993	0.221589	0.201191	0.215568	0.202715	0.209783	0.193847	0.210224	0.208645	0.207899	0.201657	0.200916	0.194289	0.203800	0.203719	0.196179	0.225548	0.308490	0.312578	0.082364	0.182737	0.034226
1.188781	0.101208	0.014167	0.023458	3.567890	0.243135	0.208013	0.221595	0.201198	0.215574	0.202718	0.209786	0.193850	0.210227	0.208647	0.207903	0.201658	0.200917	0.194290	0.203801	0.203719	0.196183	0.225552	0.308489	0.312579	0.082371	0.184375	0.034196
1.203669	0.101333	0.014208	0.023333	3.567937	0.243156	0.208038	0.221606	0.201209	0.215584	0.202724	0.209789	0.193854	0.210230	0.208648	0.207906	0.201661	0.200920	0.194292	0.203804	0.203721	0.196188	0.225557	0.308496	0.312582	0.082381	0.186227	0.034164
1.218127	0.101375	0.014292	0.023417	3.567984	0.243183	0.208051	0.221619	0.201218	0.215595	0.202728	0.209792	0.193856	0.210233	0.208649	0.207908	0.201662	0.200923	0.194293	0.203808	0.203725	0.196193	0.225561	0.308500	0.312585	0.082391	0.187991	0.034132
